curr_meeting_date,curr_venue_name,curr_race_number,curr_tab_number,horse_name,meeting_date,venue,rail_position,race_number,race_name,condition_age,condition_jockey,condition_sex,condition_class,condition_weight,condition_group,race_record,starters,margin_1,margin_2,race_duration,sectional_distance,sectional_time,barrier,jockey,abnormal_finish,position_finish,position_1200m,position_800m,position_400m,position_settling,blinkers_on,favourite,dead_heat,margin,weight_carried,weight_adjustment,stewards_report,pg1_barrier,pg1_position,pg1_dead_heat,pg1_horse,pg1_jockey,pg1_country,pg1_weight,pg1_margin,pg2_barrier,pg2_position,pg2_dead_heat,pg2_horse,pg2_jockey,pg2_country,pg2_weight,pg2_margin,pg3_barrier,pg3_position,pg3_dead_heat,pg3_horse,pg3_jockey,pg3_country,pg3_weight,pg3_margin,dslr
21/05/2016,Rosehill,5,1,Metallic Crown,9/05/2016,Rosehill,Timing - Manual : Rail - Normal,1,Barrier Trial,3yo+,,,Barrier Trial Open,Catch Weight,,,10,Sh1/2Hd,4,62.5,,,8,R Hutchings,,8,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,2,Serious Satire,10/06/2015,Avondale,TRUE,2,Nzb Ins. Pearl Series Race Mdn,2yo,Apprentices Can Claim,,Maiden,Set Weight,,,9,HD,0.8,47.65,,,8,D S Johnson,,2,,,5,9,FALSE,TRUE,FALSE,0.2,55.5,,,6,1,FALSE,Sheradream,B R Hutton,NZ,53.5,0.2,4,3,FALSE,Satellite Genius,V E Gatu,NZ,54.5,1,2,4,FALSE,Leica Glory,S T Collett,NZ,55.5,1.1,
21/05/2016,Rosehill,5,2,Serious Satire,29/08/2015,Hastings,TRUE,3,Www.Vermairracing.Co.Nz 3yo,,Apprentices Can Claim,,Open,Set Weight With Penalties,,,13,NS,LH,71.43,,,10,D S Johnson,,1,,,8,10,FALSE,FALSE,FALSE,0.1,54,,,9,2,FALSE,Battle Time,V A Colgan,NZ,56,0.1,6,3,FALSE,Stradivarius,S C Spratt,NZ,57.5,0.3,2,4,FALSE,Amarula,S M McKay,NZ,57.5,0.5,80
21/05/2016,Rosehill,5,2,Serious Satire,3/10/2015,Hastings,TRUE,4,Hawkes Bay Breeders Gold Trail,3yo,Apprentices Cannot Claim,Fillies,Open,Set Weight,3,,15,0.5,HH,69.75,,,6,D S Johnson,,1,,,6,8,FALSE,TRUE,FALSE,0.5,56.5,,,13,2,FALSE,Serena Miss,L G Innes,NZ,56.5,0.5,2,3,FALSE,Strata Lady,C J Grylls,NZ,56.5,0.6,4,4,FALSE,No More Tears,M T Coleman,NZ,56.5,1,35
21/05/2016,Rosehill,5,2,Serious Satire,26/10/2015,Te Rapa,TRUE,7,James & Annie Sarten Mem Stks,3yo,Apprentices Cannot Claim,,Open,Set Weight,2,,12,0.5,HD,81.16,,,12,D S Johnson,,12,,10,12,11,FALSE,TRUE,FALSE,8.3,54.5,,,6,1,FALSE,Serena Miss,L G Innes,NZ,54.5,0.5,4,2,FALSE,Amarula,S M McKay,NZ,56.5,0.5,8,3,FALSE,Stradivarius,C J Grylls,NZ,56.5,0.7,23
21/05/2016,Rosehill,5,2,Serious Satire,30/04/2016,Te Rapa,Out 3m,5,Inglis Cambridge Breeders Stks,3yo,Apprentices Cannot Claim,,Open,Set Weight,3,,14,2.8,SN,68.68,,,6,M J McNab,,10,,,5,9,FALSE,FALSE,FALSE,6.8,54.5,,,2,1,FALSE,Xtravagant,M Cameron,NZ,56.5,2.8,8,2,FALSE,First Serve,S L Wynne,NZ,54.5,2.8,3,3,FALSE,Volks Lightning,M T Coleman,NZ,54.5,3,187
21/05/2016,Rosehill,5,3,Royal Tudor,8/04/2015,Newcastle,,8,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,7,Nk,Lg Nk,48.66,600,36.6,6,L Cumberland,,3,,,,,FALSE,FALSE,FALSE,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,3,Royal Tudor,17/04/2015,Scone,TRUE,5,Htba Protect Our Industry Hcp,2yo,Apprentices Can Claim,,Open,Handicap,,,13,1,LH,64.21,600,35.35,10,L Cumberland,,1,,10,10,10,FALSE,FALSE,FALSE,1,56.5,,,3,2,FALSE,Kikimora,Mitchell Bell,AUS,56.5,1,6,3,FALSE,First Alliance,B Spriggs,AUS,56.5,1.2,7,4,FALSE,Parjinka,G M Ryan,AUS,54.5,3.4,
21/05/2016,Rosehill,5,3,Royal Tudor,1/05/2015,Muswellbrook,TRUE,5,Horsepower Star Kingdom Hcp,2yo,Apprentices Can Claim,Colts & Geldings,Open,Handicap,,,12,1,0.5,60.82,600,36.25,4,L Cumberland,,5,,10,7,10,FALSE,FALSE,FALSE,3.8,57.5,,,6,1,FALSE,Macmissile,Rachel King,AUS,52,1,2,2,FALSE,Professor Marx,L G Henry,AUS,55.5,1,5,3,FALSE,Surfin' Safari,G A Lynch,AUS,58,1.5,14
21/05/2016,Rosehill,5,3,Royal Tudor,10/05/2015,Gunnedah,TRUE,1,Wayne Cadman Financial Hcp,2yo,Apprentices Can Claim,,Open,Handicap,,,11,2.3,1,71.71,600,35.91,10,L Cumberland,,1,,6,6,6,FALSE,TRUE,FALSE,2.3,58.5,,,1,2,FALSE,Sebroff,Kody Nestor,AUS,56.5,2.3,4,3,FALSE,Shepley,G M Ryan,AUS,56,3.3,11,4,FALSE,Private Valentine,J Drury,AUS,54,3.4,9
21/05/2016,Rosehill,5,3,Royal Tudor,16/10/2015,Scone,+3m Entire Circuit,8,Olympic Glory @ Arrowfield-C3,,Apprentices Can Claim,,Class 3,Handicap,,,11,0.8,LH,63.09,600,36.53,9,L Cumberland,,5,,,9,9,FALSE,TRUE,FALSE,2.4,54.5,,,3,1,FALSE,Don'T Tell Linda,G M Ryan,AUS,57,0.8,7,2,FALSE,Ayham,Vad Bolozhinskyi,AUS,57.5,0.8,10,3,FALSE,Breaking Story,Travis Wolfgram,AUS,59,1,159
21/05/2016,Rosehill,5,3,Royal Tudor,27/10/2015,Scone,TRUE,8,Albrecht @ Darley (Bm65),,Apprentices Can Claim,,Benchmark 65,Handicap,,,11,1,0.8,63.54,600,33.88,1,L Cumberland,,2,,,3,4,FALSE,TRUE,FALSE,1,54.5,,,4,1,FALSE,Patinage,G Buckley,AUS,58.5,1,2,3,FALSE,Tennavous,A Threadwell,AUS,55.5,1.8,5,4,FALSE,Em Double You Bee,R Thompson,AUS,58.5,1.9,11
21/05/2016,Rosehill,5,3,Royal Tudor,23/11/2015,Scone,TRUE,7,Railway Hotel Murrurundi (C2),,Apprentices Can Claim,,Class 2,Handicap,,,14,NK,HD,64.04,600,34.65,4,L Cumberland,,2,,,5,7,FALSE,FALSE,FALSE,0.3,57.5,,,14,1,FALSE,Kite Hill,G Buckley,AUS,57.5,0.3,3,3,FALSE,Trustee,L G Henry,AUS,57,0.5,13,4,FALSE,Lucky Nic,B Spriggs,AUS,59,0.7,27
21/05/2016,Rosehill,5,3,Royal Tudor,30/11/2015,Scone,+3m Entire Circuit,6,1st Excelebration Yearlings-C2,,Apprentices Can Claim,,Class 2,Handicap,,,10,1,0.8,76.66,600,35.11,1,L Cumberland,,1,,6,6,6,FALSE,TRUE,FALSE,1,58,,,4,2,FALSE,Lucky Nic,B Spriggs,AUS,59,1,9,3,FALSE,Bayview Emperor,R Thompson,AUS,55.5,1.8,10,4,FALSE,Tanzen,Thomas Huet,AUS,61,2.6,7
21/05/2016,Rosehill,5,3,Royal Tudor,19/12/2015,Rosehill,+3m Entire Circuit,5,Hyland Race Colours (Bm69),3yo,Apprentices Can Claim,,Benchmark 69,Handicap,,,10,SHH,1.5,89.2,600,35.48,5,C Reith,,1,,3,3,3,FALSE,FALSE,FALSE,0.1,56,,,6,2,FALSE,More Than Fabulous,J Taylor,AUS,54,0.1,8,3,FALSE,Battle Of Troy,Tommy Berry,AUS,57.5,1.6,1,4,FALSE,Spatsizi,J R Collett,NZ,60,2.1,19
21/05/2016,Rosehill,5,3,Royal Tudor,15/04/2016,Scone,+5m Entire Circuit,8,Dream Ahead @ Emirates Pk-Bm70,,Apprentices Can Claim,,Benchmark 70,Handicap,,,13,1.3,LN,64.22,600,34.9,9,C Reith,,2,,,8,7,TRUE,TRUE,FALSE,1.3,60,,,1,1,FALSE,I'M Usain,B McDougall,AUS,58,1.3,6,3,FALSE,Kiseki Dane,C Dwyer,AUS,59,1.7,2,4,FALSE,Kanguru,R Thompson,AUS,60.5,1.9,118
21/05/2016,Rosehill,5,3,Royal Tudor,4/05/2016,Warwick Farm,+5m 1000 To W/P + 3m Remainder,6,Schweppes (Bm72),3yo+,Apprentices Can Claim,,Benchmark 72,Handicap,,,12,NS,1.5,63.48,600,34.37,9,C Reith,,1,,6,5,6,TRUE,FALSE,FALSE,0.1,58,,,1,2,FALSE,I Can Rock,B Shinn,AUS,60,0.1,7,3,FALSE,Brooklyn Storm,Deanne Panya,AUS,59,1.6,11,4,FALSE,Remunerator,J R Collett,AUS,55.5,2.6,19
21/05/2016,Rosehill,5,4,Seeking Asylum,8/01/2015,Warwick Farm,,6,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,6,Lg hd,Sh Nk,47.2,,,5,B Shinn,,6,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,4,Seeking Asylum,19/01/2015,Hawkesbury,,9,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,7,3.5,3-Apr,45.05,,,3,R Murray,,3,,,,,FALSE,FALSE,FALSE,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,4,Seeking Asylum,11/05/2015,Warwick Farm,,9,Barrier Trial,,,,Barrier Trial Maiden,Catch Weight,,,7,1-Feb,Lg Nk,48.9,,,4,W Costin,,4,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,4,Seeking Asylum,9/06/2015,Bathurst,"+2m 800m-300m, Where Cutaway Applies",3,Posh Designs Mdn Hcp,,Apprentices Can Claim,,Maiden,Handicap,,,11,SHH,3.5,78.92,,,6,G Buckley,,1,,3,2,3,FALSE,FALSE,FALSE,0.1,55,,,11,2,FALSE,John D'Non,M Travers,AUS,58.5,0.1,1,3,FALSE,House Of Nicole,G M Ryan,AUS,58,3.6,9,4,FALSE,Brute,K Chater,AUS,55.5,5.7,
21/05/2016,Rosehill,5,4,Seeking Asylum,20/06/2015,Newcastle,TRUE,2,Pink Raceday July 4 Hcp (C1),,Apprentices Can Claim,Fillies & Mares,Class 1,Handicap,,,6,1,2,80.76,600,36.98,2,G Buckley,,2,,2,2,1,FALSE,FALSE,FALSE,1,54,,,4,1,FALSE,Galizia,P King,AUS,54,1,1,3,FALSE,Tanita,J Taylor,AUS,57,3,6,4,FALSE,Kontiki Dane,B Spriggs,NZ,60.5,3.1,11
21/05/2016,Rosehill,5,4,Seeking Asylum,3/07/2015,Goulburn,TRUE,1,Fife's Stockfeeds Hcp (C1),,Apprentices Can Claim,,Class 1,Handicap,,,8,2.8,SH,78.48,600,36.29,1,G Buckley,,1,,4,4,4,FALSE,TRUE,FALSE,2.8,55,,,3,2,FALSE,Shoulder Charge,R M Saxton,AUS,56.5,2.8,7,3,FALSE,Noble Scorn,C Reith,AUS,58.5,2.9,4,4,FALSE,Jolly Good,J Ford,AUS,54,3.5,13
21/05/2016,Rosehill,5,4,Seeking Asylum,18/07/2015,Kembla Grange,"+5m 1100m-W/P, +3 Remainder",6,Club Central Hcp (C2),,Apprentices Can Claim,,Class 2,Handicap,,,10,1.3,1.5,81.56,600,36.08,8,G Buckley,,1,,,,,FALSE,TRUE,FALSE,1.3,54.5,,,3,2,FALSE,Supreme Joy,A Gibbons,AUS,57,1.3,10,3,FALSE,Our Penny Girl,Peter Wells,AUS,54,2.8,7,4,FALSE,Leica Comet,B Spriggs,AUS,54,3.6,15
21/05/2016,Rosehill,5,4,Seeking Asylum,25/07/2015,Canterbury,TRUE,2,Tab Place Multi Hcp,2yo,Apprentices Can Claim,,Open,Handicap,,,10,SHH,NS,99.08,600,37.56,4,W Costin,,1,,5,6,6,FALSE,FALSE,FALSE,0.1,55,-1.5,,7,2,FALSE,Balboa Park,K McEvoy,NZ,58,0.1,3,3,FALSE,Prince Roo,J Taylor,AUS,53,0.2,8,4,FALSE,Joueur,G Schofield,AUS,55,0.4,7
21/05/2016,Rosehill,5,4,Seeking Asylum,23/09/2015,Warwick Farm,TRUE,7,Cellarbrations (Bm75),3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 75,Handicap,,,13,HN,1.5,70.82,600,34.31,1,W Costin,,5,,,8,6,FALSE,FALSE,FALSE,2.3,53.5,-1.5,,3,1,FALSE,Hebden,J B McDonald,AUS,56.5,0.2,9,2,FALSE,Unequivocal,B Shinn,AUS,57.5,0.2,4,3,FALSE,Mandalong Kiss,Tim Clark,AUS,56.5,1.7,60
21/05/2016,Rosehill,5,4,Seeking Asylum,10/10/2015,Randwick,+6m 1600m-Wp; +3m Remainder,2,Bowermans Furniture (Bm70),3yo,Apprentices Can Claim,,Benchmark 70,Handicap,,,9,HD,1.3,81.67,600,34.79,2,W Costin,,4,,3,3,2,FALSE,FALSE,FALSE,1.7,58.5,-1.5,,6,1,FALSE,Cana,Tommy Berry,AUS,55,0.2,7,2,FALSE,Denpurr,T Angland,AUS,60,0.2,5,3,FALSE,Cylinder Beach,Regan Bayliss,NZ,59,1.5,17
21/05/2016,Rosehill,5,4,Seeking Asylum,24/10/2015,Moonee Valley,Out 3m Entire Circuit,3,Fillies Classic,3yo,Apprentices Cannot Claim,Fillies,Open,Set Weight,2,,8,2.8,1,96.39,600,34.86,4,K McEvoy,,6,,4,4,7,FALSE,FALSE,FALSE,6.7,57,,,1,1,FALSE,My Poppette,M Zahra,AUS,57,2.8,6,2,FALSE,Bengal Cat,J B McDonald,AUS,57,2.8,5,3,FALSE,Thames Court,J Bowman,AUS,57,3.8,14
21/05/2016,Rosehill,5,4,Seeking Asylum,22/03/2016,Warwick Farm,Timing - Manual : Rail - Normal,13,Barrier Trial,3yo,,,Open Barrier Trial,Catch Weight,,,9,3-Apr,Hf Hd,48.52,,,5,W Costin,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,4,Seeking Asylum,1/04/2016,Warwick Farm,Timing - Manual : Rail - Normal,16,Barrier Trial,3yo,,Fillies,Open Barrier Trial,Catch Weight,,,9,1,Nk,47.2,,,4,W Costin,,4,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,4,Seeking Asylum,15/04/2016,Warwick Farm,Timing - Manual : Rail - Normal,2,Barrier Trial,3yo+,,,Open Barrier Trial,Catch Weight,,,9,1.3,1-Feb,74.6,,,3,S Guymer,,3,,,,,FALSE,FALSE,FALSE,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,4,Seeking Asylum,25/04/2016,Randwick,"+12m 1600m To W/Post , +6m The Remainder",4,First Battle Of The Somme-Bm72,3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 72,Handicap,,,9,0.8,NK,72.73,600,35.99,1,S Clenton,,2,,,2,2,FALSE,FALSE,FALSE,0.8,58,-2,,6,1,FALSE,Trois Choix,S Clipperton,AUS,59,0.8,8,3,FALSE,Keikosan,C Reith,AUS,58.5,1.1,5,4,FALSE,Song And Laughter,Lester Grace,AUS,59,1.7,184
21/05/2016,Rosehill,5,5,Tsaritsa,3/03/2015,Rosehill,,13,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,7,1.8,Ns,53.7,,,6,J A Cassidy,,2,,,,,FALSE,FALSE,FALSE,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,5,Tsaritsa,24/11/2015,Rosehill,,13,Barrier Trial,,,,Maiden Barrier Trial,Catch Weight,,,8,3,2.3,54.1,,,8,G Schofield,,8,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,5,Tsaritsa,8/12/2015,Rosehill,,14,Barrier Trial,,,,Barrier Trial Maiden,Catch Weight,,,6,1.5,1.8,53,,,2,P C O'Donnell,,2,,,,,FALSE,FALSE,FALSE,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,5,Tsaritsa,16/12/2015,Canterbury,+6m Entire Circuit,2,Tab.Com.Au Mdn Hcp,3yo,Apprentices Can Claim,Fillies,Maiden,Handicap,,,14,HH,0.8,72.81,600,36.85,1,P C O'Donnell,,2,,,6,6,FALSE,TRUE,FALSE,0.1,55.5,-2,,2,1,FALSE,Mossin' Around,T Angland,AUS,57.5,0.1,7,3,FALSE,Ciarlet,B Shinn,AUS,57.5,0.9,9,4,FALSE,Balmain Girl,Tim Clark,AUS,57,1.4,
21/05/2016,Rosehill,5,5,Tsaritsa,30/12/2015,Canterbury,+8m Entire Circuit,3,Schweppes Mdn Plate,3yo,Apprentices Can Claim,Fillies,Maiden,Set Weight,,,12,1,SN,74.9,600,36.08,7,J R Collett,,6,,,11,12,FALSE,TRUE,FALSE,2.7,56,,,12,1,FALSE,Dixie Blossoms,S Clipperton,AUS,56,1,3,2,FALSE,Pepperberry,W Costin,AUS,54.5,1,8,3,FALSE,Lady Carnoustie,B Avdulla,NZ,56,1.2,14
21/05/2016,Rosehill,5,5,Tsaritsa,7/01/2016,Warwick Farm,TRUE,3,Cafe Culture Insitu (Bm66),3yo,Apprentices Can Claim,Fillies,Benchmark 66,Handicap,,,4,1.8,1.8,86.91,600,35.88,1,J R Collett,,1,,3,3,3,FALSE,TRUE,FALSE,1.8,59,,,2,2,FALSE,Sebring Sally,A Adkins,AUS,58,1.8,4,3,FALSE,Alert By Sea,K McEvoy,AUS,58.5,3.6,3,4,FALSE,Pedrille,T Angland,AUS,60,4.7,8
21/05/2016,Rosehill,5,5,Tsaritsa,20/01/2016,Warwick Farm,+3m Entire Circuit,3,Cafe Culture + Insitu (Bm67),3yo,Apprentices Can Claim,Fillies,Benchmark 67,Handicap,,,9,SHH,1.3,83.55,600,34.81,3,J Bowman,,2,,5,6,6,FALSE,TRUE,FALSE,0.1,60.5,,,7,1,FALSE,Dixie Blossoms,A Adkins,AUS,58,0.1,4,3,FALSE,Sweet Redemption,S Clenton,AUS,59,1.4,1,4,FALSE,Espelette,J B McDonald,NZ,59,1.9,13
21/05/2016,Rosehill,5,5,Tsaritsa,27/04/2016,Canterbury,+6m Entire Circuit,4,Schweppes (Bm67),3yo,Apprentices Can Claim,Fillies,Benchmark 67,Handicap,,,10,1.5,1,76.65,600,37.72,2,Lester Grace,,1,,,6,7,FALSE,TRUE,FALSE,1.5,59.5,-2,,8,2,FALSE,Wahng Wah,S Clenton,AUS,59,1.5,10,3,FALSE,Viaductress,K Jennings,AUS,58,2.5,3,4,FALSE,Positive Charge,J B McDonald,AUS,60.5,3.2,98
21/05/2016,Rosehill,5,6,Tremezzina,17/03/2015,Rosehill,,5,Barrier Trial,,,,Barrier Trial Maiden,Catch Weight,,,9,1,1.3,53.7,,,1,J B McDonald,,1,,,,,FALSE,FALSE,FALSE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,6,Tremezzina,30/03/2015,Rosehill,,5,Barrier Trial,,,,Barrier Trial Maiden,Catch Weight,,,7,1-Feb,Sh Nk,53,,,1,T Angland,,1,,,,,FALSE,FALSE,FALSE,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,6,Tremezzina,26/06/2015,Rosehill,,11,Barrier Trial,,,,Maiden Barrier Trial,Catch Weight,,,6,1.3,1,56.5,,,3,T Angland,,3,,,,,FALSE,FALSE,FALSE,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,6,Tremezzina,7/07/2015,Rosehill,,13,Barrier Trial,,,,Barrier Trial Maiden,Catch Weight,,,7,Lg hd,Sh Nk,55.5,,,3,T Angland,,3,,,,,FALSE,FALSE,FALSE,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,6,Tremezzina,15/07/2015,Warwick Farm,+3m Entire Course,1,Tab.Com.Au Mdn Plate,2yo,Apprentices Can Claim,Fillies,Maiden,Set Weight,,,10,1.5,HD,79.93,600,36.47,8,T Angland,,1,,,5,6,FALSE,TRUE,FALSE,1.5,56,,,7,2,FALSE,Self Esteem,W Costin,AUS,54.5,1.5,6,3,FALSE,Way Too Good,S Clipperton,AUS,56,1.7,3,4,FALSE,Hembrook,J Bowman,AUS,56,3.6,
21/05/2016,Rosehill,5,6,Tremezzina,28/08/2015,Warwick Farm,,14,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,7,1.5,Lg Nk,48.5,,,5,T Angland,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,6,Tremezzina,9/09/2015,Warwick Farm,"+5m 1000-W/P, + 3m Remainder",3,Tab Place Multi (Bm67),3yo,Apprentices Can Claim,Fillies,Benchmark 67,Handicap,,,9,NS,0.8,70.55,600,35.38,9,T Angland,,4,,7,6,7,FALSE,TRUE,FALSE,1.3,59,,,2,1,FALSE,Denpurr,B Shinn,AUS,59.5,0.1,5,2,FALSE,Ocean Tempest,G Schofield,AUS,58,0.1,3,3,FALSE,Gone To Paris,Thomas Huet,AUS,57.5,0.9,56
21/05/2016,Rosehill,5,6,Tremezzina,26/09/2015,Rosehill,+4m Entire Circuit,4,Reginald Allen Qlty,3yo,Apprentices Cannot Claim,Fillies,Open,Quality,LR,,11,NK,NK,84.21,600,34.48,5,T Angland,,4,,8,9,7,FALSE,FALSE,FALSE,0.8,54,,,7,1,FALSE,Alart,G M Ryan,AUS,54,0.3,9,2,FALSE,Flamboyant Lass,Tim Clark,AUS,55.5,0.3,4,3,FALSE,Ocean Tempest,G Schofield,AUS,54,0.6,17
21/05/2016,Rosehill,5,6,Tremezzina,10/10/2015,Randwick,+6m 1600m-Wp; +3m Remainder,2,Bowermans Furniture (Bm70),3yo,Apprentices Can Claim,,Benchmark 70,Handicap,,,9,HD,1.3,81.67,600,34.79,4,B Avdulla,,9,,4,5,3,FALSE,FALSE,FALSE,4.1,58.5,,,6,1,FALSE,Cana,Tommy Berry,AUS,55,0.2,7,2,FALSE,Denpurr,T Angland,AUS,60,0.2,5,3,FALSE,Cylinder Beach,Regan Bayliss,NZ,59,1.5,14
21/05/2016,Rosehill,5,6,Tremezzina,15/02/2016,Rosehill,Timing - Manual : Rail - Normal,14,Barrier Trial,3yo,,,Barrier Trial Open,Catch Weight,,,9,Hd,2.3,54.2,,,5,B Avdulla,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,6,Tremezzina,24/02/2016,Rosehill,+6m Entire Circuit,4,Mark Eaves (Bm67),3yo,Apprentices Can Claim,,Benchmark 67,Handicap,,,8,2.8,SH,69.64,600,33.36,2,R Hutchings,,4,,,4,4,FALSE,FALSE,FALSE,4.5,58,-1.5,,3,1,FALSE,Southern Legend,Tim Clark,AUS,60.5,2.8,4,2,FALSE,Tremor,J B McDonald,AUS,56.5,2.8,5,3,FALSE,Wide Acclaim,B Shinn,AUS,61,2.9,137
21/05/2016,Rosehill,5,6,Tremezzina,9/03/2016,Warwick Farm,+3m Entire Circuit,6,Schweppes (Bm72),3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 72,Handicap,,,10,1.3,0.8,76.53,600,35.33,7,B Avdulla,,7,,,8,10,FALSE,FALSE,FALSE,3.4,60,,,6,1,FALSE,Ravi,K McEvoy,AUS,60,1.3,1,2,FALSE,Bells Of War,W Costin,AUS,57,1.3,4,3,FALSE,Yattarna,G Schofield,AUS,59,2.1,14
21/05/2016,Rosehill,5,6,Tremezzina,23/03/2016,Kembla Grange,"+3m 1100m To Wp, True Remainder",4,Tab.Com.Au (Bm72),3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 72,Handicap,,,11,SH,NS,84.49,600,34.47,7,B Shinn,,1,,2,2,2,FALSE,TRUE,FALSE,0.1,58,,,11,2,FALSE,Lycia,J B McDonald,AUS,57.5,0.1,5,3,FALSE,Loveitt,A Adkins,AUS,54.5,0.2,2,4,FALSE,Hermosa Beach,B Avdulla,AUS,58,0.4,14
21/05/2016,Rosehill,5,6,Tremezzina,6/04/2016,Warwick Farm,TRUE,4,Tab Rewards (Bm78),3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 78,Handicap,,,8,NK,NK,82.73,600,35.63,5,B Shinn,,2,,2,2,2,FALSE,FALSE,FALSE,0.3,58,,,3,1,FALSE,Something Secret,K O'Hara,AUS,59,0.3,1,3,FALSE,Circular,J B McDonald,AUS,56.5,0.6,8,4,FALSE,Sweet Kiss,Peter Wells,AUS,60,2.5,14
21/05/2016,Rosehill,5,6,Tremezzina,16/04/2016,Randwick,"+9m 1600m To Wp, +5m Remainder",4,J H B Carr Stakes,3yo,Apprentices Cannot Claim,Fillies,Open,Set Weight With Penalties,3,,13,0.5,SHH,83.65,600,34.83,1,Tim Clark,,6,,,4,4,FALSE,FALSE,FALSE,2,54,,,12,1,FALSE,Yattarna,G Schofield,AUS,54,0.5,3,2,FALSE,No More Tears,J Bowman,NZ,56,0.5,6,3,FALSE,Lady Sniper,B Shinn,AUS,55,0.6,10
21/05/2016,Rosehill,5,6,Tremezzina,23/04/2016,Rosehill,TRUE,6,Tab More Than Winning (Bm78),3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 78,Handicap,,,11,0.5,SH,83.6,600,35.13,8,J R Collett,,9,,,3,3,FALSE,FALSE,FALSE,3.4,57.5,,,3,1,FALSE,Muy Bien,J B McDonald,AUS,57,0.5,4,2,FALSE,Unequivocal,Lester Grace,AUS,59,0.5,6,3,FALSE,Sahara Chill,C Reith,AUS,56,0.6,7
21/05/2016,Rosehill,5,6,Tremezzina,9/05/2016,Rosehill,Timing - Manual : Rail - Normal,2,Barrier Trial,3yo+,,,Barrier Trial Open,Catch Weight,,,9,Hd,Sh1/2Hd,54.4,,,6,T Angland,,6,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,7,High Spirit,1/12/2014,Randwick,,13,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,4,Hf Hd,3-Apr,45.1,,,3,J Parr,,3,,,,,FALSE,FALSE,FALSE,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,7,High Spirit,16/03/2015,Randwick,,10,Barrier Trial,,,,Maiden Barrier Trial,Catch Weight,,,8,1.8,Sh1/2Hd,44.5,,,5,B Shinn,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,7,High Spirit,30/03/2015,Rosehill,,9,Barrier Trial,,,,Maiden Barrier Trial,Catch Weight,,,8,1.5,2,52.4,,,3,T Angland,,3,,,,,FALSE,FALSE,FALSE,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,7,High Spirit,31/07/2015,Randwick,,16,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,7,Sh Nk,3.3,43.8,,,5,B Shinn,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
