curr_meeting_date,curr_venue_name,curr_race_number,curr_tab_number,horse_name,meeting_date,venue,rail_position,race_number,race_name,condition_age,condition_jockey,condition_sex,condition_class,condition_weight,condition_group,race_record,starters,margin_1,margin_2,race_duration,sectional_distance,sectional_time,barrier,jockey,abnormal_finish,position_finish,position_1200m,position_800m,position_400m,position_settling,blinkers_on,favourite,dead_heat,margin,weight_carried,weight_adjustment,stewards_report,pg1_barrier,pg1_position,pg1_dead_heat,pg1_horse,pg1_jockey,pg1_country,pg1_weight,pg1_margin,pg2_barrier,pg2_position,pg2_dead_heat,pg2_horse,pg2_jockey,pg2_country,pg2_weight,pg2_margin,pg3_barrier,pg3_position,pg3_dead_heat,pg3_horse,pg3_jockey,pg3_country,pg3_weight,pg3_margin,dslr
21/05/2016,Rosehill,8,9,Song And Laughter,23/02/2015,Randwick,,5,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,9,Hf Hd,2.3,63.3,,,4,K Jennings,,4,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,9,Song And Laughter,9/03/2015,Kembla Grange,"+8m 1100m To W/P,+6m Remainder",5,The Links Shell Cove Hcp (C2),,Apprentices Can Claim,,Class 2,Handicap,,,10,1,LH,69.77,600,33.48,10,Tim Clark,,4,,2,1,2,TRUE,FALSE,FALSE,1.5,55,,,6,1,FALSE,She Brings,B Avdulla,AUS,54,1,5,2,FALSE,Segregation,S Clipperton,AUS,59,1,7,3,FALSE,Cat's Wish,Mitchell Bell,AUS,55.5,1.2,179
21/05/2016,Rosehill,8,9,Song And Laughter,25/03/2015,Warwick Farm,TRUE,2,Schweppes (Rs1mw),3yo+,Apprentices Can Claim,Fillies & Mares,Rest 1 Metro Win,Handicap,,,7,2.8,0.8,79.29,600,34.95,3,Tim Clark,,1,,,1,2,TRUE,FALSE,FALSE,2.8,55,,,2,2,FALSE,Happy Friday,J Taylor,AUS,56,2.8,5,3,FALSE,Rahy Storm,B Shinn,USA,58,3.6,1,4,FALSE,Bubbles 'N' Boats,J Bowman,AUS,57,3.8,16
21/05/2016,Rosehill,8,9,Song And Laughter,15/04/2015,Warwick Farm,"+5m 1000m-W/P, +3m Remainder",5,Schweppes (Bm70),3yo+,Apprentices Can Claim,,Benchmark 70,Handicap,,,15,1.8,NS,83.5,600,35.56,3,Tim Clark,,1,,7,9,11,TRUE,FALSE,FALSE,1.8,56.5,,,14,2,FALSE,Sankara Spirit,C Reith,AUS,57.5,1.8,2,3,FALSE,Lofiel,J Taylor,AUS,56.5,1.9,1,4,FALSE,Excited Prince,K Jennings,AUS,57,2.8,21
21/05/2016,Rosehill,8,9,Song And Laughter,9/05/2015,Rosehill,TRUE,10,Blackwoods.Com.Au (Bm75),3yo+,Apprentices Can Claim,,Benchmark 75,Handicap,,,18,HH,1.5,93.02,600,37.16,11,B Avdulla,,5,,,5,8,TRUE,TRUE,FALSE,3.4,56,,,12,1,FALSE,Time To Test,K Jennings,AUS,55.5,0.1,8,2,FALSE,Mr One Eleven,J Ford,AUS,58.5,0.1,15,3,FALSE,Role Model,Tim Clark,NZ,60,1.6,24
21/05/2016,Rosehill,8,9,Song And Laughter,23/05/2015,Randwick,+3m Entire Circuit,8,Save Our Sons (Bm80),3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 80,Handicap,,,10,1.3,3,85.37,600,36.67,2,Tim Clark,,2,,,6,6,TRUE,TRUE,FALSE,1.3,55.5,,,6,1,FALSE,Berrimilla,J A Cassidy,AUS,56.5,1.3,3,3,FALSE,Wings,W Costin,AUS,53,4.3,9,4,FALSE,Floral Gold,J Ford,AUS,54,4.6,14
21/05/2016,Rosehill,8,9,Song And Laughter,6/06/2015,Randwick,+6m Entire Course,8,Eastern Heart Clinic (Bm85),3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 85,Handicap,,,11,HN,LH,84.24,600,36.37,6,D R Beasley,,2,,,4,8,TRUE,TRUE,FALSE,0.2,54,,,3,1,FALSE,Transfers,Brodie Loy,AUS,52,0.2,5,3,FALSE,I'M In The Money,L J Meech,AUS,55.5,0.4,1,4,FALSE,Sense And Reason,J R Collett,AUS,58.5,1.2,14
21/05/2016,Rosehill,8,9,Song And Laughter,17/06/2015,Warwick Farm,"+5m 1000m - Wp, +3m Remainder",6,Liverpool City Council (Bm75),3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 75,Handicap,,,13,NK,2.3,103.32,600,39.16,4,K Jennings,,4,,9,6,8,TRUE,TRUE,FALSE,3.4,57,-3,,7,1,FALSE,Mydream,J Taylor,AUS,55.5,0.3,9,2,FALSE,Sensualism,B Avdulla,AUS,57.5,0.3,2,3,FALSE,Too Chic,G Buckley,AUS,55.5,2.6,11
21/05/2016,Rosehill,8,9,Song And Laughter,29/08/2015,Rosehill,TRUE,6,Tab Place Multi (Bm80),3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 80,Handicap,,,12,1.3,SHH,64.84,600,35.01,10,K Jennings,,8,,,11,11,TRUE,FALSE,FALSE,2.5,56,-1,,8,1,FALSE,Sultry Feeling,J Bowman,AUS,58,1.3,4,2,FALSE,Freeze The Charges,K O'Hara,AUS,55,1.3,1,3,FALSE,Felines,J A Cassidy,AUS,58,1.4,73
21/05/2016,Rosehill,8,9,Song And Laughter,12/09/2015,Rosehill,+2m Entire Circuit,8,Tab Rewards (Bm80),3yo+,Apprentices Can Claim,,Benchmark 80,Handicap,,,11,HH,1.3,83.05,600,34.57,1,B Avdulla,,7,,3,3,5,TRUE,FALSE,FALSE,2.4,55,,,11,1,FALSE,God's In Him,Tommy Berry,AUS,58.5,0.1,3,2,FALSE,Nevagotavote,S Clenton,AUS,55.5,0.1,2,3,FALSE,Berrimilla,J B McDonald,AUS,60,1.4,14
21/05/2016,Rosehill,8,9,Song And Laughter,5/10/2015,Warwick Farm,+3m Entire Course,8,Hyland Race Colours (Bm78),4yo+,Apprentices Can Claim,Mares,Benchmark 78,Handicap,,,11,HN,1,82.78,600,34.8,3,K Jennings,,5,,2,1,3,TRUE,FALSE,FALSE,1.5,56.5,-3,,2,1,FALSE,Nancy,Tommy Berry,AUS,58.5,0.2,10,2,FALSE,Kontiki Dane,Thomas Huet,NZ,56,0.2,8,3,FALSE,Just A Blur,W Costin,AUS,56,1.2,23
21/05/2016,Rosehill,8,9,Song And Laughter,14/10/2015,Warwick Farm,+5m 1000m-Wp; + 3m Remainder,6,1st Excelebration Yearl.-Bm78,3yo+,Apprentices Can Claim,,Benchmark 78,Handicap,,,12,2,NK,97.31,600,34.82,2,K Jennings,,6,,7,6,8,TRUE,FALSE,FALSE,4.4,56,-1,,10,1,FALSE,Artistry,Thomas Huet,AUS,57,2,1,2,FALSE,Lady Macan,J R Collett,AUS,54,2,7,3,FALSE,Lord De Air,B Spriggs,AUS,54,2.3,9
21/05/2016,Rosehill,8,9,Song And Laughter,28/10/2015,Canterbury,+8m Entire Course.,5,Tab.Com.Au (Bm78),3yo+,Apprentices Can Claim,,Benchmark 78,Handicap,,,6,NK,3.8,118.45,600,35.35,2,Tim Clark,,2,1,1,1,2,TRUE,FALSE,FALSE,0.3,56.5,,,4,1,FALSE,Now's The Time,J B McDonald,IRE,58.5,0.3,5,3,FALSE,Dance Of Heroes,G Schofield,GB,59.5,4.1,1,4,FALSE,Artibai,S Clenton,GB,57.5,4.8,14
21/05/2016,Rosehill,8,9,Song And Laughter,7/11/2015,Canterbury,TRUE,8,Vili's Pies (Bm81),3yo+,Apprentices Can Claim,,Benchmark 81,Handicap,,,8,1.3,SN,120.67,600,37.6,8,B Avdulla,,2,2,2,2,2,TRUE,TRUE,FALSE,1.3,55.5,,,5,1,FALSE,Quick Strike,J R Collett,AUS,59,1.3,3,3,FALSE,Olympic Academy,T Angland,AUS,57,1.5,2,4,FALSE,Bardiya,Tim Clark,AUS,54,1.6,10
21/05/2016,Rosehill,8,9,Song And Laughter,21/11/2015,Rosehill,+6m Entire Circuit,5,Ascend Sales Trophies (Bm78),3yo+,Apprentices Can Claim,,Benchmark 78,Handicap,,,12,SN,2.5,117.07,600,35.56,5,Tim Clark,,8,3,1,1,3,TRUE,FALSE,FALSE,7.7,57,,,6,1,FALSE,Sebrina,B Avdulla,AUS,59,0.2,3,2,FALSE,Gambler's Blues,W Costin,AUS,52.5,0.2,12,3,FALSE,Dance Of Heroes,J B McDonald,GB,61.5,2.7,14
21/05/2016,Rosehill,8,9,Song And Laughter,18/03/2016,Randwick,Timing - Manual : Rail - Normal,4,Barrier Trial,3yo+,,,Barrier Trial Open,Catch Weight,,,8,3-Apr,5.8,63.4,,,4,A Adkins,,4,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,9,Song And Laughter,8/04/2016,Randwick,Timing - Manual : Rail - Normal,6,Barrier Trial,3yo+,,,Open Barrier Trial,Catch Weight,,,9,Ns,1.8,63.3,,,2,A Adkins,,2,,,,,FALSE,FALSE,FALSE,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,9,Song And Laughter,25/04/2016,Randwick,"+12m 1600m To W/Post , +6m The Remainder",4,First Battle Of The Somme-Bm72,3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 72,Handicap,,,9,0.8,NK,72.73,600,35.99,5,Lester Grace,,4,,,6,5,TRUE,FALSE,FALSE,1.7,59,-2,,6,1,FALSE,Trois Choix,S Clipperton,AUS,59,0.8,1,2,FALSE,Seeking Asylum,S Clenton,AUS,58,0.8,8,3,FALSE,Keikosan,C Reith,AUS,58.5,1.1,156
21/05/2016,Rosehill,8,9,Song And Laughter,7/05/2016,Rosehill,+3m Entire Circuit,6,Schweppes (Bm93),3yo+,Apprentices Can Claim,,Benchmark 93,Handicap,,,10,HN,1.5,79.55,600,33.96,7,A Cavallo,,7,,6,9,7,TRUE,FALSE,FALSE,6.1,54,,,3,1,FALSE,Religify,B Avdulla,AUS,60,0.2,1,2,FALSE,Rockolicious,Taylor Marshall,AUS,52.5,0.2,4,3,FALSE,Grande Punto,A Adkins,AUS,51,1.7,12
21/05/2016,Rosehill,8,10,Trois Choix,28/02/2014,Warwick Farm,,7,Barrier Trial,,,,Barrier Trial Maiden,Catch Weight,,,8,1,6,48.2,,,4,Tim Clark,,4,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,13/06/2014,Warwick Farm,,9,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,10,3-Apr,Hd,48.1,,,2,J R Collett,,2,,,,,FALSE,FALSE,FALSE,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,30/06/2014,Warwick Farm,,11,Barrier Trial,,,,Barrier Trial Maiden,Catch Weight,,,10,1,1.3,48.7,,,5,J Parr,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,17/07/2014,Wyong,TRUE,4,Hay List - The Other Champ Mdn,,Apprentices Can Claim,Fillies & Mares,Maiden,Set Weight,,,10,1,0.8,65.29,600,35.29,4,J R Collett,,1,,5,5,5,FALSE,TRUE,FALSE,1,55.5,,,10,2,FALSE,Committal,C Nutman,AUS,55,1,1,3,FALSE,Fascinant,Taylor Marshall,AUS,56,1.8,5,4,FALSE,Our Meteor,S Clipperton,AUS,55.5,2.7,
21/05/2016,Rosehill,8,10,Trois Choix,27/10/2014,Warwick Farm,,11,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,5,Ns,1.8,49.1,,,5,J R Collett,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,7/11/2014,Warwick Farm,,11,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,7,3-Apr,1.8,46.6,,,5,J R Collett,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,20/11/2014,Warwick Farm,,9,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,8,3.5,1,47.3,,,5,J Ford,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,26/11/2014,Canterbury,+4m Entire Course,2,Cal Rei (Bm67),3yo,Apprentices Can Claim,Fillies,Benchmark 67,Handicap,,,6,HH,SN,74.72,600,35.67,4,J Bowman,,6,,,2,3,FALSE,FALSE,FALSE,6.4,57,,,2,1,FALSE,Romantic Time,B Shinn,NZ,56,0.1,6,2,FALSE,Savoureux,S Clenton,AUS,55.5,0.1,5,3,FALSE,Berry Delicious,K O'Hara,AUS,58.5,0.3,132
21/05/2016,Rosehill,8,10,Trois Choix,10/04/2015,Warwick Farm,,19,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,8,1-Feb,Nk,48.4,,,8,J Bowman,,6,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,24/04/2015,Warwick Farm,,20,Barrier Trial (Pro Ride),,,,Barrier Trial Open,Catch Weight,,,7,1.3,3-Apr,42.9,,,7,J Parr,,3,,,,,FALSE,FALSE,FALSE,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,14/05/2015,Gosford,TRUE,5,XXXX Gold Hcp (C2),,Apprentices Can Claim,,Class 2,Handicap,,,12,1,1,65.21,600,35.01,4,J B McDonald,,2,,8,8,8,FALSE,FALSE,FALSE,1,57,,,10,1,FALSE,Princess Command,J R Collett,AUS,55.5,1,1,3,FALSE,Shalama,G Buckley,AUS,55.5,2,7,4,FALSE,Beaudragon,B Avdulla,AUS,58.5,3,169
21/05/2016,Rosehill,8,10,Trois Choix,29/05/2015,Warwick Farm,,12,Barrier Trial,,,,Maiden Barrier Trial,Catch Weight,,,9,Sh Nk,3,47.7,,,3,G Schofield,,3,,,,,FALSE,FALSE,FALSE,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,11/09/2015,Warwick Farm,,7,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,10,Hd,1.8,48,,,8,J Bowman,,7,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,25/09/2015,Warwick Farm,,7,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,8,Hf Hd,1.3,47.7,,,6,G Schofield,,6,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,9/10/2015,Warwick Farm,,16,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,10,Hf Nk,Ns,47.5,,,7,J Ford,,6,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,14/10/2015,Warwick Farm,+5m 1000m-Wp; + 3m Remainder,7,Tab More Than Winning (Bm72),3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 72,Handicap,,,12,HD,0.8,75.93,600,34.67,11,Tommy Berry,,3,,,9,9,FALSE,FALSE,FALSE,1,57,,,9,1,FALSE,Zin Zan Elsie,J Ford,AUS,58.5,0.2,1,2,FALSE,Muy Bien,T Angland,AUS,60,0.2,3,4,FALSE,Harlem Lady,R Hutchings,NZ,56.5,1.1,153
21/05/2016,Rosehill,8,10,Trois Choix,3/11/2015,Randwick,+4m Entire Circuit,8,Schweppes (Bm67),4yo+,Apprentices Can Claim,Mares,Benchmark 67,Handicap,,,12,1,SH,76.49,600,34.78,5,S Clipperton,,1,,,8,8,FALSE,TRUE,FALSE,1,60,,,4,2,FALSE,Sahara Chill,B Spriggs,AUS,59,1,6,3,FALSE,La Speciale,J Taylor,AUS,57,1.1,8,4,FALSE,La Muse,T Angland,AUS,60.5,1.2,20
21/05/2016,Rosehill,8,10,Trois Choix,14/01/2016,Warwick Farm,Timing - Manual : Rail - Normal,5,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,10,Nk,1.3,47,,,6,B Avdulla,,6,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,5/02/2016,Gosford,Timing - Electronic : Rail - 5m,4,Barrier Trial,3yo+,,,Barrier Trial Open,Catch Weight,,,7,1,Hd,49.87,,,6,B Avdulla,,6,,,,,FALSE,FALSE,FALSE,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,10/02/2016,Warwick Farm,"+5m 1000m To Winning Post, +3m Remainder",6,Schweppes (Bm76),3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 76,Handicap,,,12,1.3,2,81.98,600,34.36,7,B Avdulla,,8,,,6,7,FALSE,FALSE,FALSE,5.7,57.5,,,1,1,FALSE,Heartlings,Tim Clark,AUS,55.5,1.3,4,2,FALSE,Miss Denni,R Hutchings,NZ,58,1.3,2,3,FALSE,Taltarni,B Shinn,AUS,58,3.3,99
21/05/2016,Rosehill,8,10,Trois Choix,24/02/2016,Rosehill,+6m Entire Circuit,8,Atc Staff Recognition Day-Bm72,3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 72,Handicap,,,12,1,1.3,90.34,600,34.17,12,Tim Clark,,5,,10,12,10,FALSE,FALSE,FALSE,2.9,59.5,,,6,1,FALSE,Believe,K McEvoy,AUS,55.5,1,10,2,FALSE,Dixie Blossoms,S Clipperton,AUS,60.5,1,4,3,FALSE,Love's A Fantasy,B Shinn,AUS,57,2.3,14
21/05/2016,Rosehill,8,10,Trois Choix,9/03/2016,Warwick Farm,+3m Entire Circuit,7,Tab.Com.Au (Bm71),3yo+,Apprentices Can Claim,,Benchmark 71,Handicap,,,10,NK,NK,97.38,600,34.82,1,B Shinn,,4,,7,5,8,FALSE,FALSE,FALSE,1.5,57.5,,,4,1,FALSE,Multifacets,J Bowman,NZ,58,0.3,5,2,FALSE,Crosley Hotshot,K McEvoy,AUS,60,0.3,2,3,FALSE,Appoint Percy,B Avdulla,NZ,60.5,0.6,14
21/05/2016,Rosehill,8,10,Trois Choix,18/04/2016,Hawkesbury,Timing - Electronic : Rail - Normal,8,Barrier Trial,4yo,,,Barrier Trial Open,Catch Weight,,,4,1.3,1-Feb,45.32,,,2,S Clipperton,,2,,,,,FALSE,FALSE,FALSE,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,10,Trois Choix,25/04/2016,Randwick,"+12m 1600m To W/Post , +6m The Remainder",4,First Battle Of The Somme-Bm72,3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 72,Handicap,,,9,0.8,NK,72.73,600,35.99,6,S Clipperton,,1,,,4,4,FALSE,TRUE,FALSE,0.8,59,,,1,2,FALSE,Seeking Asylum,S Clenton,AUS,58,0.8,8,3,FALSE,Keikosan,C Reith,AUS,58.5,1.1,5,4,FALSE,Song And Laughter,Lester Grace,AUS,59,1.7,47
21/05/2016,Rosehill,8,10,Trois Choix,16/05/2016,Warwick Farm,Timing - Manual : Rail - Normal,3,Barrier Trial,4yo+,,,Barrier Trial Open,Catch Weight,,,10,1,Lg Nk,47.5,,,6,S Clipperton,,6,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,11,Harlem Lady,3/03/2015,Rosehill,,19,Barrier Trial,,,,Barrier Trial Maiden,Catch Weight,,,6,1.5,1,53.3,,,4,T Angland,,4,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,11,Harlem Lady,17/03/2015,Rosehill,,12,Barrier Trial,,,,Maiden Barrier Trial,Catch Weight,,,7,Nk,8,52.9,,,3,J R Collett,,3,,,,,FALSE,FALSE,FALSE,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,11,Harlem Lady,28/03/2015,Newcastle,+2m Entire Course,5,Jaxam Industries Mdn Hcp,,Apprentices Can Claim,,Maiden,Handicap,,,9,NS,1,71.33,600,34.33,3,Thomas Huet,,3,,9,7,9,FALSE,FALSE,FALSE,1.1,57,,,1,1,FALSE,Empress Zhao,C Lever,NZ,56.5,0.1,5,2,FALSE,Gerberas,J Taylor,NZ,54,0.1,2,4,FALSE,Lien,R Murray,AUS,53.5,1.8,
21/05/2016,Rosehill,8,11,Harlem Lady,1/09/2015,Rosehill,,14,Barrier Trial,,,,Maiden Barrier Trial,Catch Weight,,,6,1.5,1-Feb,55.1,,,2,T Angland,,2,,,,,FALSE,FALSE,FALSE,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,11,Harlem Lady,15/09/2015,Rosehill,,13,Barrier Trial,,,,Maiden Barrier Trial,Catch Weight,,,8,2,Hf Nk,54.2,,,6,J Bowman,,6,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,11,Harlem Lady,30/09/2015,Rosehill,+6m Entire Circuit,1,Tab More Than Just Winning Mdn,3yo+,Apprentices Can Claim,,Maiden,Set Weight,,,8,HN,HH,69.95,600,34.36,2,R Hutchings,,1,,8,8,8,FALSE,FALSE,FALSE,0.2,55.5,-1.5,,7,2,FALSE,Shutter Bug,J R Collett,AUS,57,0.2,8,3,FALSE,Encosta Line,J Bowman,AUS,56.5,0.3,4,4,FALSE,Realise Potential,T Angland,AUS,56.5,1.2,186
21/05/2016,Rosehill,8,11,Harlem Lady,14/10/2015,Warwick Farm,+5m 1000m-Wp; + 3m Remainder,7,Tab More Than Winning (Bm72),3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 72,Handicap,,,12,HD,0.8,75.93,600,34.67,3,R Hutchings,,4,,,10,10,FALSE,FALSE,FALSE,1.1,56.5,-1.5,,9,1,FALSE,Zin Zan Elsie,J Ford,AUS,58.5,0.2,1,2,FALSE,Muy Bien,T Angland,AUS,60,0.2,11,3,FALSE,Trois Choix,Tommy Berry,AUS,57,1,14
21/05/2016,Rosehill,8,11,Harlem Lady,24/10/2015,Randwick,TRUE,9,Icap (Bm78),4yo+,Apprentices Can Claim,Mares,Benchmark 78,Handicap,,,13,1,1.5,83.67,600,34.96,10,S Clipperton,,4,,,6,5,FALSE,FALSE,FALSE,2.8,55,,,5,1,FALSE,Rockolicious,R Hutchings,AUS,59,1,8,2,FALSE,Danish Twist,S Clenton,AUS,57,1,4,3,FALSE,Zin Zan Elsie,J Ford,AUS,57.5,2.5,10
21/05/2016,Rosehill,8,11,Harlem Lady,3/11/2015,Randwick,+4m Entire Circuit,8,Schweppes (Bm67),4yo+,Apprentices Can Claim,Mares,Benchmark 67,Handicap,,,12,1,SH,76.49,600,34.78,10,J R Collett,,5,,,9,9,FALSE,FALSE,FALSE,1.3,60.5,,,5,1,FALSE,Trois Choix,S Clipperton,AUS,60,1,4,2,FALSE,Sahara Chill,B Spriggs,AUS,59,1,6,3,FALSE,La Speciale,J Taylor,AUS,57,1.1,10
21/05/2016,Rosehill,8,11,Harlem Lady,21/11/2015,Rosehill,+6m Entire Circuit,7,Thoroughbred Breeders Nsw-Bm78,3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 78,Handicap,,,13,2,NK,83.12,600,34.71,3,G Schofield,,7,,,6,7,FALSE,FALSE,FALSE,3.6,55,,,12,1,FALSE,Festivity,K Jennings,AUS,56.5,2,7,2,FALSE,La Speciale,S Clipperton,AUS,55,2,10,3,FALSE,Cat's Wish,Mitchell Bell,AUS,58.5,2.3,18
21/05/2016,Rosehill,8,11,Harlem Lady,16/12/2015,Canterbury,+6m Entire Circuit,4,Tab Rewards (Bm67),3yo+,Apprentices Can Claim,,Benchmark 67,Handicap,,,10,1.8,1.8,95.43,600,35.53,10,R Hutchings,,3,,4,4,8,FALSE,TRUE,FALSE,3.6,56.5,-1.5,,8,1,FALSE,Classic Uniform,Tim Clark,AUS,58,1.8,4,2,FALSE,Bracteate,James P Innes,AUS,56,1.8,3,4,FALSE,Plutonic Rock,W Costin,AUS,58,4.1,25
21/05/2016,Rosehill,8,11,Harlem Lady,26/04/2016,Rosehill,Timing - Manual : Rail - Normal,4,Barrier Trial,3yo+,,,Open Barrier Trial,Catch Weight,,,8,1-Feb,3,56,,,5,R Hutchings,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,11,Harlem Lady,4/05/2016,Warwick Farm,+5m 1000 To W/P + 3m Remainder,5,Tab More Than Winning (Bm67),3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 67,Handicap,,,12,1.3,0.5,83.14,600,35.73,9,R Hutchings,,1,,12,12,12,FALSE,TRUE,FALSE,1.3,58.5,-1.5,,4,2,FALSE,Rose's Song,J Ford,AUS,56,1.3,1,3,FALSE,Marmaduke's Lady,A Adkins,AUS,54,1.8,3,4,FALSE,Girl Sunday,B Avdulla,AUS,61.5,2.2,140
21/05/2016,Rosehill,8,12,Pindan Pearl,23/10/2012,Cranbourne,,3,Barrier Trial,,,,Barrier Trial,Catch Weight,,,7,4.5,2.3,46.77,,,3,L Nolen,,3,,,,,FALSE,FALSE,FALSE,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,8,12,Pindan Pearl,15/06/2013,Morphettville,"Out 8m 1200 To W/P,5m Remainder",1,Dominant Hcp (75),2yo,Apprentices Can Claim,,Restricted 75,Handicap,,,9,1.3,0.8,62.66,610,35.48,8,M Neilson,,1,,,3,4,FALSE,FALSE,FALSE,1.3,55,,,7,2,FALSE,Cash Is Coming,P Gatt,AUS,54.5,1.3,4,3,FALSE,Mr Backchat,B Claridge,AUS,58,2.1,9,4,FALSE,Tenere,D Tourneur,AUS,56.5,2.4,
21/05/2016,Rosehill,8,12,Pindan Pearl,3/07/2013,Caulfield,Out 6m Entire Course,1,Bmw Hcp,2yo,Apprentices Cannot Claim,,Open,Handicap,,,14,1,LN,72.72,600,36.78,7,L Nolen,,2,,,10,8,FALSE,FALSE,FALSE,1,57.5,,,5,1,FALSE,Under The Louvre,Jack Hill,AUS,59,1,13,3,FALSE,Moment Of Design,C Schofield,AUS,57.5,1.4,6,4,FALSE,Boer,J Mott,AUS,59,2.6,18
21/05/2016,Rosehill,8,12,Pindan Pearl,24/08/2013,Moonee Valley,Out 4m Entire Course,1,Mitchelton Wines Plate,3yo,Apprentices Cannot Claim,Fillies,Open,Set Weight With Penalties,,,7,1.8,2,71.92,600,35.11,3,L Nolen,,3,,2,2,2,FALSE,FALSE,FALSE,3.8,55,,,6,1,FALSE,Gregers,C Schofield,AUS,55,1.8,1,2,FALSE,The Huntress,Craig Williams,AUS,56.5,1.8,4,4,FALSE,Celeritas,Dale Smith,AUS,55,4.3,52
21/05/2016,Rosehill,8,12,Pindan Pearl,1/01/2014,Flemington,TRUE,1,New Year Hcp (70),3yo,Apprentices Can Claim,Fillies,Restricted 70,Handicap,,,11,0.8,NS,70.5,600,34.14,2,J Duffy,,7,,8,8,8,FALSE,FALSE,FALSE,3.7,56.5,-2,,3,1,FALSE,Spirits Dance,C Schofield,AUS,57,0.8,11,2,FALSE,Cobblestones,G Boss,AUS,57,0.8,8,3,FALSE,Paddy's Gem,B Rawiller,AUS,57.5,0.9,130
