meeting_date,meeting_is_night,meeting_is_trial,meeting_region,venue_name,venue_state,venue_country,club_name,race_number,race_name,race_start_time,race_division,race_distance,race_distance_is_approx,race_min_hcp_weight,track_name,track_code_3,track_code_5,rail_position,condition_jockey,condition_sex,condition_age,condition_class,condition_weight,condition_group,prize_1st,prize_2nd,prize_3rd,race_record,race_starters,race_margin_1,race_margin_2,race_duration,race_sectional_distance,race_sectional_time,race_going,horse_name,horse_foaled_on,horse_country,horse_sex,horse_colour,horse_location,sire_name,sire_country,dam_name,dam_country,sire_of_dam_name,sire_of_dam_country,jockey_name,trainer_name,owner_name,tab_no,earnings_to_date,emergency,gear_changes,barrier_no,abnormal_finish,position_finish,position_settling,position_1200m,position_800m,position_400m,blinkers_on,favourite,dead_heat,margin,margin_official,weight_carried,weight_adjustment,stewards_report,scratched,apn_win_opening,apn_win_mid,apn_win_starting,tab_nsw_win_final,tab_nsw_plc_final
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,5,Inglis 55 Second Chall Ht-Bm78,20:30,,955,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 78,Handicap,,30250,9900,4950,,8,0.8,HH,55.53,600,34.2,Good 3,Appalachian Annie,15/09/2011,AUS,M,b,Geelong,Blevic,AUS,Bluegrass Danni,AUS,Danetime,IRE,Beau Mertens,V L Malady,R W More,7,130410,FALSE,,1,,3,1,,,1,FALSE,FALSE,FALSE,0.9,HH,55,-2,,FALSE,4.8,5,4.4,4.9,1.5
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,5,Inglis 55 Second Chall Ht-Bm78,20:30,,955,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 78,Handicap,,30250,9900,4950,,8,0.8,HH,55.53,600,34.2,Good 3,Vinnie Vega,12/10/2012,AUS,G,b,Albury,Lope De Vega,IRE,Emily's Keeper,NZ,Keeper,AUS,Jake Bayliss,K A Davison,"K A Davison, G M Purtell, C R Conway, G N Harrison, J A Lenehan, P J Stoll, A J Christy, G W Judd & J D Retford",6,105255,FALSE,,3,,4,4,,,4,FALSE,FALSE,FALSE,1.6,,56,-2,,FALSE,9,9.5,9,9.4,2.1
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,5,Inglis 55 Second Chall Ht-Bm78,20:30,,955,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 78,Handicap,,30250,9900,4950,,8,0.8,HH,55.53,600,34.2,Good 3,Military,13/09/2009,AUS,G,br,Caulfield,Commands,AUS,Rose Ceremony,AUS,King Of Roses,AUS,Ben Allen,Luke Oliver,L F Oliver & M D Jackson,8,157465,FALSE,,4,,5,6,,,6,FALSE,FALSE,FALSE,2.6,,53.5,-2,,FALSE,10,11,10,11.7,2.7
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,5,Inglis 55 Second Chall Ht-Bm78,20:30,,955,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 78,Handicap,,30250,9900,4950,,8,0.8,HH,55.53,600,34.2,Good 3,Nordic Empire,31/08/2011,AUS,G,b,Cranbourne,Wilander,AUS,Brown Limestone,AUS,Rustic Amber,IRE,L Nolen,C C Parry,"J H Martin, Ms S Gray, Mrs M Rowe, Y Zhu, M A Hender, Miss S Leminh, Mrs L C Flaherty, M A Davidson, Mrs M P Davidson, V W Aanensen, Mrs K D Aanensen, J McCarron, Mrs D McCarron, P L Tomkins, Mrs S J Tomkins, C N Tomkins & Snakepit Racing {mgr R Kiely}",3,195000,FALSE,,8,,6,8,,,8,FALSE,FALSE,FALSE,7.6,,58.5,,,FALSE,31,,31,40.6,6.1
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,5,Inglis 55 Second Chall Ht-Bm78,20:30,,955,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 78,Handicap,,30250,9900,4950,,8,0.8,HH,55.53,600,34.2,Good 3,Parcel,13/10/2012,AUS,M,b,Mornington,Beneteau,AUS,Gibraltar Range,AUS,Rock Of Gibraltar,IRE,Brandon Stockdale,Wez Hunter,"Miss M Tuckett, D E Hunter, L Russo & Ms S J Leury",10,57060,FALSE,,6,,7,5,,,5,FALSE,FALSE,FALSE,7.7,,52,-3,,FALSE,20,,41,49.4,8.6
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,5,Inglis 55 Second Chall Ht-Bm78,20:30,,955,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 78,Handicap,,30250,9900,4950,,8,0.8,HH,55.53,600,34.2,Good 3,Petite's Reward,10/09/2012,AUS,M,ch,Caulfield,Reward For Effort,AUS,Petite Briefs,AUS,Brief Truce,USA,Chelsea Hall,B J Mccarthy,Innisfree Thoroughbreds (Mgr: Mrs C M O'Shea),4,210000,FALSE,,7,,8,7,,,7,FALSE,FALSE,FALSE,10.4,,55.5,-3,,FALSE,4.2,,8.5,4.9,1.8
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,5,Inglis 55 Second Chall Ht-Bm78,20:30,,955,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 78,Handicap,,30250,9900,4950,,8,0.8,HH,55.53,600,34.2,Good 3,Angry Gee,3/11/2011,AUS,G,b,Mornington,Al Samer,AUS,Royal Astra,AUS,Val Royal,FR,Jack Martin,Jerome Hunter,Graebar Park Thoroughbreds (Mgr: G A Gathercole),1,123800,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,5,Inglis 55 Second Chall Ht-Bm78,20:30,,955,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 78,Handicap,,30250,9900,4950,,8,0.8,HH,55.53,600,34.2,Good 3,Pink Perfection,26/08/2011,AUS,M,ch,Cranbourne,Mossman,AUS,La Mamma Rosa,AUS,Testa Rossa,AUS,Ethan Brown,N Burke,"Denman Bloodstock (Mgr: G Yannas), Miss T M Finch, Miss D Reid, Mrs T A Goldsmith, Ms C A Gellie, Mrs N Yannas, Miss N El-Fahkri, Ms V Southwell, Ms A Ginevra, Miss T E Cameron & Miss C Goldsmith-Roy",2,261135,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Prize,30/09/2009,AUS,G,ch,Warrnambool,Reset,AUS,Violet Lane,GB,Danzero,AUS,D Yendall,Symon Wilde,"P L Carter, Five Blues (Mgr:c Sinnot),l J Hoy, J Turland, Mrs M Forrest, J Forrest, M F Finnigan, Mrs H J Finnigan, All But One (Mgr:m A Lloyd), Punting Legends (Mgr:a Wright), S W Wilde, D S Hunt & Mrs B J Hunt",11,97690,FALSE,,10,,1,7,8,7,3,TRUE,FALSE,FALSE,1,,55,,,FALSE,21,,31,28.4,5.2
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Kawabata,18/09/2011,AUS,M,b,Freshwater Creek,Encosta De Lago,AUS,Riva San,AUS,Any Given Sunday,AUS,Beau Mertens,Jamie Edwards,"Mrs J M Edwards, B A Jaques, Mrs M O'Callaghan, M P Wescott, Mrs L L Wescott, B A Wescott, Mrs S E Wescott, T P Lawson, G A Lamperd, Mrs J Lamperd, A P Egan, P Sandars, J Mann, Mrs L Gilmour, Mrs M Laupert, Drawn The Car Park Syn (T King), Riva Junior Syn (S Dick) & Dad's Get Away Synd (B Collings)",8,75990,FALSE,,3,,2,10,10,10,8,TRUE,FALSE,FALSE,1,1,53,-2,,FALSE,4.2,5,4.8,4.7,1.8
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Soviet Courage,15/03/2011,IRE,G,ch,Flemington,Dutch Art,GB,Place De Moscou,IRE,Rock Of Gibraltar,IRE,Craig Williams,C J Waller,"F Cook, Mrs C Cook, B Mathieson, I Bruce, R Smith, Werrett Bloodstock (Mgr: N Werrett), K Pryke, K Warriner, J Lake, Mrs K Ackery, D Ackery, L Walker, R A & J E Ferguson Partnership(Mgr: R Ferguson), Dr E Attebo & A Cree",2,254580,FALSE,,12,,3,9,9,8,4,TRUE,FALSE,FALSE,2,1,59.5,,,FALSE,6.5,7.5,6.5,6.5,2.2
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Amortise,13/11/2010,AUS,G,b,Flemington,Desert King,IRE,Princess Haze,NZ,Shifnal Prince,NZ,M J Walker,N A Blackiston,"N A Blackiston Thoroughbred Racing Pty Ltd (Mgr: Mrs S J Blackiston), R W Walton, J P Maltese, S Maltese, R Tyrrell, Mrs G Haughton, Mrs V Merry, R G Jellis, A G Young, Mrs M P Young, B J Young, Fletcher Family (Mgr: Ms R Fletcher) & Two Fat Wombats (Mgr: P J May)",9,43280,FALSE,,2,,4,4,4,1,1,TRUE,FALSE,FALSE,3,,55,,,FALSE,16,,9,8.7,2.8
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Blue Jangles,20/11/2011,AUS,G,gr,Echuca,Turffontein,AUS,Test Zone,AUS,Langfuhr,CAN,Chris Symons,D S Archard,D S Archard & F Borg,10,58191,FALSE,,5,,5,6,5,5,5,FALSE,FALSE,FALSE,3.7,,55,,,FALSE,51,,61,52.5,11.8
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,I Have A Dream,18/11/2008,AUS,G,b,Murray Bridge,Encosta De Lago,AUS,Free At Last,NZ,Senor Pete,USA,Ben Allen,Michael Hickmott,Distinct Racing & Breeding Pty Ltd(Mgr: G W Evans),4,80843,FALSE,,9,,6,11,11,9,6,TRUE,FALSE,FALSE,9.2,,53.5,-2,,FALSE,15,,21,20.6,5.7
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Hale Soriano,7/05/2011,GB,G,ch,Ballarat,Halling,USA,Sureyya,GER,Monsun,GER,L Nolen,D K Weir,Limerick Lane (Mgr: G T Ryan),1,275725,FALSE,,11,,7,5,6,6,2,TRUE,TRUE,FALSE,10,,60,,,FALSE,3.5,,3.7,3.6,1.8
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Platypus Duck,14/09/2010,AUS,M,b,Kilmore,Redoute's Choice,AUS,Personal Service,AUS,Zabeel,NZ,Brandon Stockdale,Erin Maher,"G J Wilson, Mrs K Wilson, Miss A Wilson, M J Cosgriff & Ms E N Maher",12,55465,FALSE,,1,,8,12,12,11,7,TRUE,FALSE,FALSE,16,,52,-3,,FALSE,17,14,21,22.5,6.5
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Black Chevalier,19/10/2011,AUS,G,br,Mornington,Commands,AUS,Dash For Gretna,SAF,Sportsworld,USA,Ben Thompson,David & Coral Feek,"N Kapes, P N Guy, Miss A S Kapes, Mrs S Kapes, P Shakespeare, T Di Battista & G S Parker",7,88768,FALSE,"Visor Again, Blinkers Off Again",4,,9,3,3,4,10,TRUE,FALSE,FALSE,21,,53,-2,,FALSE,8.5,,12,11.7,3.4
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Barge And Charge,26/08/2009,AUS,G,b,Murray Bridge,Stratum,AUS,Pilya,USA,Gulch,USA,Dean Holland,Grant Young,Racing Horses 2 (Mgr: Ms L D Young),5,178410,FALSE,"Standard Bit Off First Time, Lugging Bit Again",7,,10,2,1,2,11,TRUE,FALSE,FALSE,33,,55,,,FALSE,16,,31,26.4,6.9
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Valediction,25/11/2007,NZ,G,b,Flemington,Zabeel,NZ,Madam Valeta,NZ,Palace Music,USA,Katelyn Mallyon,G Waterhouse & A Bott,"Mrs G Waterhouse, Windsor Park Stud Syndicate (Mgr: N E Schick), Mrs I Musgrove, Ms S Barratt, P Morgan, Mrs M Rowsthorn, B A Stracey, Murumba Racing Syndicate (Mgr: J L Blight)",3,310750,FALSE,,6,,11,1,2,3,9,TRUE,FALSE,FALSE,53,,56.5,,,FALSE,14,19,18,17.5,3.7
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Choux Diva,13/09/2011,AUS,M,br,Ballarat,Thorn Park,AUS,Cierzo,NZ,Centaine,AUS,D Oliver,S Morrish,R D Wood & Mrs E L Wood,6,69595,FALSE,"Lugging Bit First Time, Bubble Cheeker Near Side Off First Time",8,,12,8,7,12,12,TRUE,FALSE,FALSE,99.9,,55,,,FALSE,8.5,12,10,11.1,2.9
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Bon D'Aller,28/10/2011,AUS,G,b,Horsham,Bon Hoffa,AUS,Port In A Storm,AUS,Portland Pirate,AUS,,P A Preusker,"R T Starr, Mrs E M Starr, T E Starr, K V Shade, J B Carter, L A Hoffman, D Obrien & Dr J R Williams & Alexandra House Racing",14,46206,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Rock Away,12/10/2011,AUS,M,ch,Cranbourne,Elvstroem,AUS,Rhythm And Light,AUS,Kenvain,AUS,Jake Bayliss,Rachael Cunningham,"P Cunningham, R Cooke, A Cooke,, N Lamshed, D Adams, M Van Den Bronk, A J Linnie, P Linnie, D Jenkins, P Greenhill, A Cutri, A Cutri, S Randle, S Blackham, D Craddock, M Kershaw, M Hunter, S Hunter A Lajic & M Djukic",13,28149,FALSE,"Winkers First Time, Blinkers Off First Time",,,,,,,,,,,,,,,,TRUE,,,,,
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Skim,17/09/2011,AUS,M,b,Camperdown,Bernardini,USA,Hot Riff,AUS,Palace Music,USA,,D F Daffy,"Ms L Penn, Mr D Daffy, Mr M Magrath",15,40225,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,7,Modscape (Bm84),21:30,,3000,FALSE,55,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 84,Handicap,,22000,7200,3600,,12,1,1,189.2,600,37.8,Good 3,Sommernachtstraum,1/05/2008,GER,G,ch,Mornington,Shirocco,GER,Salonblue,IRE,Bluebird,USA,,Robert Kingston,"B & Mrs J Gilbert, A Frain, K & Mrs T Pitcher, K Smith & R Kingston",16,129055,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,1,Ostar Intl. Media Group-Rs0mw,18:30,,1000,FALSE,,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Cannot Claim,Fillies,2yo,Rest 0 Metro Wins,Set Weight,,19250,6300,3150,,7,0.8,1.3,58.69,600,34.92,Good 3,Something Violet,29/11/2014,AUS,F,b,Cranbourne (1),Commands,AUS,Freestyle,AUS,Snippets,AUS,Ryan Maloney,R D Griffiths,Hillside Parade Racing & Breeding (Mgr: P Arvanitis),10,0,FALSE,,2,,1,3,,3,2,FALSE,FALSE,FALSE,0.8,,57,,,FALSE,12,13,9.5,10.1,3.4
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,1,Ostar Intl. Media Group-Rs0mw,18:30,,1000,FALSE,,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Cannot Claim,Fillies,2yo,Rest 0 Metro Wins,Set Weight,,19250,6300,3150,,7,0.8,1.3,58.69,600,34.92,Good 3,Prepare To Win,1/09/2014,AUS,F,b,Flemington,Bel Esprit,AUS,Suzebabe,AUS,Testa Rossa,AUS,Regan Bayliss,D & B Hayes & T Dabernig,"F R & Mrs E A Bannigan, D F Bannigan & Mrs S Ackerly",8,0,FALSE,Lugging Bit First Time,7,,2,1,,1,1,FALSE,TRUE,FALSE,0.8,0.8,57,,,FALSE,2.5,,3,2.8,2.2
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,1,Ostar Intl. Media Group-Rs0mw,18:30,,1000,FALSE,,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Cannot Claim,Fillies,2yo,Rest 0 Metro Wins,Set Weight,,19250,6300,3150,,7,0.8,1.3,58.69,600,34.92,Good 3,Prosecution,11/10/2014,AUS,F,b,Ballarat,Choisir,AUS,Sacred Witness,AUS,El Moxie,USA,Ben Allen,D K Weir,"Mr B Spicer, Mr M Hayne, Mr J Shrimpton, Mr H Kelly, Mr S S Roth, Mr P Sambor, Ben Hur Racing, Mr H Lewski, Shadwell Farm Racing, Kick The Gate, Mr L Drummond, Mr J Muscatel, Ms A Walker, Mr R Lowy, Mr B Lee",9,0,FALSE,,3,,3,5,,5,5,FALSE,FALSE,FALSE,2.1,1.3,57,,,FALSE,6.5,,5.5,6.1,2.7
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,1,Ostar Intl. Media Group-Rs0mw,18:30,,1000,FALSE,,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Cannot Claim,Fillies,2yo,Rest 0 Metro Wins,Set Weight,,19250,6300,3150,,7,0.8,1.3,58.69,600,34.92,Good 3,Kaiken,28/10/2014,AUS,F,ch,Ballarat,Exceed And Excel,AUS,Joyeuse,AUS,King's Best,USA,Damian Lane,D K Weir,Hesket Bloodstock (Mgr: D J Moodie),5,0,FALSE,Barrier Blanket First Time,1,,4,7,,7,6,FALSE,FALSE,FALSE,3.5,,57,,,FALSE,6.5,,8,7.9,3.4
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,1,Ostar Intl. Media Group-Rs0mw,18:30,,1000,FALSE,,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Cannot Claim,Fillies,2yo,Rest 0 Metro Wins,Set Weight,,19250,6300,3150,,7,0.8,1.3,58.69,600,34.92,Good 3,Peristrophe,6/09/2014,AUS,F,b,Caulfield,Your Song,AUS,Glogirl,AUS,General Nediym,AUS,M Zahra,R W Smerdon,K Yoshida,7,0,FALSE,,4,,5,6,,6,4,FALSE,FALSE,FALSE,3.7,,57,,,FALSE,8.5,,12,11.5,4.3
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,1,Ostar Intl. Media Group-Rs0mw,18:30,,1000,FALSE,,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Cannot Claim,Fillies,2yo,Rest 0 Metro Wins,Set Weight,,19250,6300,3150,,7,0.8,1.3,58.69,600,34.92,Good 3,From The Clouds,10/10/2014,AUS,F,b,Mornington,Star Witness,AUS,Cosmic Choice,AUS,Redoute's Choice,AUS,B Melham,M M Laurie,"Martin Thoroughbred Racing (Mgr: J R Martin), Mrs P McKee, G McKee, R Jamieson, Miss M Jamieson, Dr B Ayers, Dr M Ayers, F Beszelzen, Ashwood Avengers, Bourbon Brothers, D Taylor, Flying Pig Racing, Ms K Hone, The Good Things & D Salvato",3,2400,FALSE,,5,,6,2,,2,3,FALSE,FALSE,FALSE,5.7,,57,,,FALSE,8.5,9,7.5,6.2,3.2
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,1,Ostar Intl. Media Group-Rs0mw,18:30,,1000,FALSE,,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Cannot Claim,Fillies,2yo,Rest 0 Metro Wins,Set Weight,,19250,6300,3150,,7,0.8,1.3,58.69,600,34.92,Good 3,Lovewithouttragedy,23/09/2014,AUS,F,b,Flemington,Bel Esprit,AUS,Miss Power Bird,AUS,Mukaddamah,USA,D Dunn,"M, W & J Hawkes",Montague Park (Mgr: W J Schwarzenberg),6,0,FALSE,Lugging Bit First Time,6,,7,4,,4,7,FALSE,FALSE,FALSE,6.1,,57,,,FALSE,5,,6,5.3,2.5
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,1,Ostar Intl. Media Group-Rs0mw,18:30,,1000,FALSE,,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Cannot Claim,Fillies,2yo,Rest 0 Metro Wins,Set Weight,,19250,6300,3150,,7,0.8,1.3,58.69,600,34.92,Good 3,Balle D'Or,7/09/2014,AUS,F,b/br,Caulfield,I Am Invincible,AUS,Tale Of Love,AUS,Tale Of The Cat,USA,Craig Williams,R W Smerdon,"Mrs B K Saunders, B A E & Miss R R K Saunders",1,3600,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,1,Ostar Intl. Media Group-Rs0mw,18:30,,1000,FALSE,,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Cannot Claim,Fillies,2yo,Rest 0 Metro Wins,Set Weight,,19250,6300,3150,,7,0.8,1.3,58.69,600,34.92,Good 3,Duanette,23/09/2014,AUS,F,b,Yangery,Bushranger,IRE,Jedrzejczak,AUS,Falbrav,IRE,D Yendall,J A Mclean,"Warren Racing (Mgr: P B Warren), B Alexander, D D'Cunma, A Rokman, A Pisano & A Allan",2,0,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,1,Ostar Intl. Media Group-Rs0mw,18:30,,1000,FALSE,,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Cannot Claim,Fillies,2yo,Rest 0 Metro Wins,Set Weight,,19250,6300,3150,,7,0.8,1.3,58.69,600,34.92,Good 3,Jolie Rose,9/09/2014,AUS,F,b,Murray Bridge,Your Song,AUS,Celebrity Rose,AUS,Peintre Celebre,USA,J Holder,Michael Hickmott,"Miss J Kluske, Ms J Horvat, S Thorneycroft, S Davis, D Pilkington, S Corden, D Clonan, M Burbidge, T M Clonan, Top 4m (Mgr: B P Howell), Ms T Stoll & H.O.B.O. Racing (Mgr: N J Aiken)",4,15000,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,
3/02/2017,TRUE,FALSE,M,Moonee Valley,VIC,AUS,Moonee Valley R.C.,8,William Hill (Bm64),22:00,,1200,FALSE,56,Moonee Valley,MOV,MOONE,Out 4m Entire Circuit,Apprentices Can Claim,,,Benchmark 64,Handicap,,19250,6300,3150,,9,2.3,SHH,71.27,600,35.74,Good 3,Tigidig Tigidig,18/09/2010,AUS,G,br,Geelong,War Pass,USA,Tarlaquena,NZ,Don Eduardo,NZ,Beau Mertens,V L Malady,"J R Richards, Mrs C Hart, R J Schulz, M J Richards, S A Jarman, N Panozzo, Miss G M Malady, M A Sostheim, A Freeman, Ms J Duynhoven, Ms M Y Wright, Hardache (Mgr: K J Pannell) & 20th Hole (Mgr: W A Bogan)",2,93075,FALSE,,4,,1,1,,,1,FALSE,FALSE,FALSE,2.3,,58.5,-2,,FALSE,4.4,,4.2,4.1,1.4
