meeting_date,meeting_is_night,meeting_is_trial,meeting_region,venue_name,venue_state,venue_country,club_name,race_number,race_name,race_start_time,race_division,race_distance,race_distance_is_approx,race_min_hcp_weight,track_name,track_code_3,track_code_5,rail_position,condition_jockey,condition_sex,condition_age,condition_class,condition_weight,condition_group,prize_1st,prize_2nd,prize_3rd,race_record,race_starters,race_margin_1,race_margin_2,race_duration,race_sectional_distance,race_sectional_time,race_going,horse_name,horse_foaled_on,horse_country,horse_sex,horse_colour,horse_location,sire_name,sire_country,dam_name,dam_country,sire_of_dam_name,sire_of_dam_country,jockey_name,trainer_name,owner_name,tab_no,earnings_to_date,emergency,gear_changes,barrier_no,abnormal_finish,position_finish,position_settling,position_1200m,position_800m,position_400m,blinkers_on,favourite,dead_heat,margin,margin_official,weight_carried,weight_adjustment,stewards_report,scratched,apn_win_opening,apn_win_mid,apn_win_starting,tab_nsw_win_final,tab_nsw_plc_final
2/02/2017,FALSE,FALSE,C,Muswellbrook,NSW,AUS,Muswellbrook R.C.,6,Tab.Com.Au Hcp (C1),16:20,,1280,FALSE,54,Muswellbrook,MUS,MUSWE,TRUE,Apprentices Can Claim,,,Class 1,Handicap,,11200,3775,1890,,10,1.3,HN,76.3,600,35.37,Good 3,Sinnendor,26/10/2011,AUS,G,br,Dubbo,Eavesdropper,USA,Al Hanoof,AUS,Saint Ballado,CAN,S Lisnyy,M J Lunn,M J Lunn,9,16740,FALSE,,3,,10,3,,3,3,TRUE,FALSE,FALSE,16.9,,54.5,,,FALSE,,,41,71.5,14.2
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,2,Hygain Mdn Plate,18:30,,1200,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,8,HN,1,71.89,,,Good 3,Ocean Grove,7/10/2013,AUS,G,b,Flemington,Fastnet Rock,AUS,Lisson Grove,AUS,Dehere,USA,Regan Bayliss,D & B Hayes & T Dabernig,"Seymour Bloodstock Syndicate (Mgr: D S Thomas), H & Mrs A Hatch, Kia-Ora 2009 (Mgr: R W Rose), C B & Mrs J M McKenna, Mrs A McCrohan, N S & Mrs G C Psaltis",5,9590,FALSE,Gelded ,8,,1,8,,8,6,TRUE,TRUE,FALSE,0.2,,58,,,FALSE,3.1,,3.2,3.1,1.3
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,2,Hygain Mdn Plate,18:30,,1200,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,8,HN,1,71.89,,,Good 3,Rosewedge,31/10/2013,AUS,F,b,Caulfield,Foxwedge,AUS,Te Akau Rose,NZ,Thorn Park,AUS,M J Dee,M G Price,"A Darivas, J G B Smith, R Smith, M J Davidson, S Gangi, Simon Racing Syndicate (Mgr: S Bilalis), P J Lappin, Lincracing Syndicate (Mgr: C L Barnard), J D Kerr & S Boyce",11,4485,FALSE,,6,,2,2,,2,2,FALSE,TRUE,FALSE,0.2,HN,56,,,FALSE,3.1,3.3,3.2,3.2,1.4
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,2,Hygain Mdn Plate,18:30,,1200,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,8,HN,1,71.89,,,Good 3,Launched,17/10/2013,AUS,F,br,Cranbourne,Smart Missile,AUS,Checklist,AUS,Reset,AUS,Ben Allen,T Busuttin & N Young,Tru Blu Bloodstock (Mgr: S Pethybridge),9,12030,FALSE,"Ear Muffs Off First Time, Winkers Off First Time, Bit Lifter Off First Time",3,,3,4,,4,5,FALSE,FALSE,FALSE,1.2,1,56,,,FALSE,4.8,5,4,3.8,1.5
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,2,Hygain Mdn Plate,18:30,,1200,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,8,HN,1,71.89,,,Good 3,Azfortunate,16/09/2012,AUS,G,b,Mornington,Strategic,AUS,Robella,AUS,Rory's Jester,AUS,Chris Symons,Wez Hunter,Ms C D Matthews & M J Bombardier,1,1388,FALSE,"Blinkers Off First Time, Tongue Tie First Time",5,,4,1,,1,1,FALSE,FALSE,FALSE,1.4,,58.5,,,FALSE,20,,51,42.4,6.8
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,2,Hygain Mdn Plate,18:30,,1200,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,8,HN,1,71.89,,,Good 3,Ritchford,21/09/2012,AUS,G,b,Mornington,Von Costa De Hero,AUS,Miss Whytwokay,AUS,Tale Of The Cat,USA,N Callow,R Waymouth,"Mrs D A Waymouth, J S Hurst, M D Ketteringham, D F Smith, S Vivekananthan, D W Miller, Mrs J J Miller, S Gill & R W Tayton",3,20015,FALSE,,2,,5,3,,3,4,TRUE,FALSE,FALSE,2.8,,58.5,,,FALSE,5,,6,7.1,1.8
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,2,Hygain Mdn Plate,18:30,,1200,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,8,HN,1,71.89,,,Good 3,Dame Largo,27/10/2011,AUS,M,b,Drysdale,Delago Brom,AUS,Dame Rivette,AUS,Rubiton,AUS,Brandon Stockdale,A G Sawden,Perrowood Pty Ltd (Mgr: D A Mortimer),7,49880,FALSE,"Norton Bit First Time, Standard Bit Off First Time",7,,6,6,,6,3,TRUE,FALSE,FALSE,5.8,,56.5,,,FALSE,9.5,,15,13.8,2.3
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,2,Hygain Mdn Plate,18:30,,1200,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,8,HN,1,71.89,,,Good 3,Hollywood Chief,11/10/2012,AUS,G,b/br,Cranbourne,Magnus,AUS,Explosive Miss,AUS,Desert Sun,GB,A Lynch,Mark C Webb,"N & Mrs V Koutsourakis, M & Mrs G Nolan & K Carroll",2,2490,FALSE,,1,,7,5,,5,7,FALSE,FALSE,FALSE,11.8,,58.5,,,FALSE,31,,81,55.3,8
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,2,Hygain Mdn Plate,18:30,,1200,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,8,HN,1,71.89,,,Good 3,Lucky Turf,9/11/2013,AUS,F,b,Mornington,Daliapour,IRE,College Beauty,AUS,Spectrum,IRE,D W Stackhouse,A Johnston,Lucky Racing (Mgr: R C S Ng),10,0,FALSE,,4,,8,7,,7,8,FALSE,FALSE,FALSE,15.8,,56,,,FALSE,21,,51,29.9,5
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,2,Hygain Mdn Plate,18:30,,1200,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,8,HN,1,71.89,,,Good 3,Dookie Express,3/09/2013,AUS,G,b,Cranbourne,Keano,NZ,Early,AUS,More Than Ready,USA,J Mott,C Alderson,"N Gardner, P Quick, P Absolom, J Feldtmann, Mrs S Quick, G J Quick, D Altamura, S Cesarone, N J Taylor, T M McCoy, G Motbey & S Kruger",4,2975,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,2,Hygain Mdn Plate,18:30,,1200,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,8,HN,1,71.89,,,Good 3,Gatto's Girl,28/09/2012,AUS,M,b,Cranbourne,Nicconi,AUS,Caramella,AUS,Strategic,AUS,J R Todd,Mark C Webb,"A Swords, Miss A Hendry, J Gatto, E Swords, E J Swords, Mrs S Swords, D Brown & K Boers",8,6415,FALSE,Winkers First Time,,,,,,,,,,,,,,,,TRUE,,,,,
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,2,Hygain Mdn Plate,18:30,,1200,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,8,HN,1,71.89,,,Good 3,Snowy Black,29/10/2013,AUS,G,b,Caulfield,O'Reilly,NZ,Royal Isolt,AUS,Royal Academy,USA,L Currie,Nick Ryan,R Hui,6,11400,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,3,Iga Mdn Plate,19:00,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,4yo+,Maiden,Set Weight,,13750,4250,2000,,10,HH,1.3,98.71,,,Good 3,Trimouille,15/08/2012,AUS,M,b,Mornington,Turffontein,AUS,Pleasure Island,AUS,Century,AUS,N Callow,Rod Grantley,"B I Pendlebury, J A Niven, D J Pendlebury, M C Donaghey, C B Taylor, Mrs M E Pendlebury, Mrs A J Pendlebury, Miss C E Pendlebury, T N Jolly, P C Jefferies, T C Jefferies & C R Graham",12,19445,FALSE,Concussion Plates Off First Time,3,,1,6,7,6,7,FALSE,FALSE,FALSE,0.1,,56.5,,,FALSE,7.5,10,9.5,11.7,2.5
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,3,Iga Mdn Plate,19:00,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,4yo+,Maiden,Set Weight,,13750,4250,2000,,10,HH,1.3,98.71,,,Good 3,Red Gateau,12/10/2012,AUS,G,b,Cranbourne,Dash For Cash,AUS,Shebrew,AUS,Noalcoholic,FR,J Beriman,Greg Hayes,B D G Gaudray,9,9800,FALSE,,7,,2,7,6,7,3,FALSE,FALSE,FALSE,0.1,HH,58.5,,,FALSE,3.5,3.8,3.7,4.4,1.6
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,3,Iga Mdn Plate,19:00,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,4yo+,Maiden,Set Weight,,13750,4250,2000,,10,HH,1.3,98.71,,,Good 3,Pull The Ripcord,9/11/2010,AUS,G,br/bl,Ballarat,Niello,AUS,Eastern City,AUS,Desert Sun,GB,B Rawiller,D K Weir,"C A McCall, L F Herberte, P G McCall, S G Suttie & Northern Raptors Racing",8,32125,FALSE,,1,,3,4,5,5,4,TRUE,TRUE,FALSE,1.4,1.3,58.5,,,FALSE,2.05,,2.15,2,1.04
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,3,Iga Mdn Plate,19:00,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,4yo+,Maiden,Set Weight,,13750,4250,2000,,10,HH,1.3,98.71,,,Good 3,Hazard Ahead,5/10/2012,AUS,G,b,Moe,Foreplay,AUS,Simonova,AUS,Special Bond,AUS,M J Allen,Craig Blackshaw,"Mrs G Blackshaw, R N Leys & Mrs J Leys, Mrs E Anderson, R York, B Blackshaw, R Bampton, Ms K Jones, M Loughran & Mrs H Loughran",3,9465,FALSE,,6,,4,2,2,2,1,FALSE,FALSE,FALSE,2.1,,58.5,,,FALSE,4.2,,6.5,4.8,1.8
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,3,Iga Mdn Plate,19:00,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,4yo+,Maiden,Set Weight,,13750,4250,2000,,10,HH,1.3,98.71,,,Good 3,Pat's Lad,31/08/2012,AUS,G,br,Cranbourne,Duporth,AUS,Patricia Joan,AUS,Flying Spur,AUS,R McLeod,E V Musgrove,"Werrett Bloodstock Pty Ltd Synd (Mgr: N R J Werrett), Dr A L Attebo, S Werrett, I Werrett, B Werrett, Mrs J V Allan, W W Allan & L R Allan",7,5225,FALSE,,9,,5,8,8,8,8,TRUE,FALSE,FALSE,4.6,,58.5,,,FALSE,21,,17,19.5,3.2
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,3,Iga Mdn Plate,19:00,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,4yo+,Maiden,Set Weight,,13750,4250,2000,,10,HH,1.3,98.71,,,Good 3,High Valley,16/08/2012,AUS,G,b,Pakenham,High Chaparral,IRE,Danaupair,NZ,Danasinga,AUS,A Lynch,Matthew Leek,Geeky Pty Ltd,4,9410,FALSE,,8,,6,5,3,3,6,FALSE,FALSE,FALSE,7.8,,58.5,,,FALSE,17,,31,21.3,3.6
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,3,Iga Mdn Plate,19:00,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,4yo+,Maiden,Set Weight,,13750,4250,2000,,10,HH,1.3,98.71,,,Good 3,Little Rattler,19/09/2011,AUS,G,ch,Mornington,Golden Snake,USA,Moorylla Joy,AUS,Jeune,GB,Chris Caserta,G M Carson,"G M Carson, L E Carson & Mrs L A Wickham Taylor",5,2225,FALSE,Blinkers Off First Time,2,,7,1,1,1,2,FALSE,FALSE,FALSE,8,,56.5,-2,,FALSE,101,91,151,94.4,12.8
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,3,Iga Mdn Plate,19:00,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,4yo+,Maiden,Set Weight,,13750,4250,2000,,10,HH,1.3,98.71,,,Good 3,Mighty Mo,14/09/2012,AUS,G,b/br,Cranbourne,Mosayter,USA,Indy Rose,USA,A.P. Indy,USA,J R Todd,Mark C Webb,Miss S M Crombie,6,3975,FALSE,,10,,8,10,10,10,9,FALSE,FALSE,FALSE,11,,58.5,,,FALSE,81,,151,88.1,13
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,3,Iga Mdn Plate,19:00,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,4yo+,Maiden,Set Weight,,13750,4250,2000,,10,HH,1.3,98.71,,,Good 3,Merryll's Choice,2/10/2012,AUS,M,b,Moe,Easy Choice,AUS,Smokin' Indian,AUS,Grand Royale,USA,Brandon Stockdale,C Martindale,"Ms S L Collyer, Mrs M F Martindale, J G Martindale, Ms C K Power, P M Johnston & Mrs S Maxwell",11,1100,FALSE,Tongue Tie First Time,4,,9,3,4,4,5,FALSE,FALSE,FALSE,15,,56.5,,,FALSE,41,,101,87,15.8
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,3,Iga Mdn Plate,19:00,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,4yo+,Maiden,Set Weight,,13750,4250,2000,,10,HH,1.3,98.71,,,Good 3,Same Nonno,10/09/2011,AUS,G,b,Clyde,Niello,AUS,Tortillas,AUS,Octagonal,NZ,B Werner,R E Laing,Double R L (Mgr: Mrs R A Laing),10,11980,FALSE,,5,,10,9,9,9,10,FALSE,FALSE,FALSE,27,,58.5,,,FALSE,26,31,21,30.1,4.2
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,3,Iga Mdn Plate,19:00,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,4yo+,Maiden,Set Weight,,13750,4250,2000,,10,HH,1.3,98.71,,,Good 3,Akbar Jay,5/12/2011,AUS,G,b,Ballarat,Court Of Jewels,NZ,Kaybeejay,AUS,Bellotto,USA,L Currie,Dan O'Sullivan,"B L Justin, G L & Mrs G J Justin, Mrs L K & J W Kenna & Gunnabegrey Syndicate (Mgr: J Moloney)",1,12870,FALSE,Blinkers Again,,,,,,,,,,,,,,,,TRUE,,,,,
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,3,Iga Mdn Plate,19:00,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,4yo+,Maiden,Set Weight,,13750,4250,2000,,10,HH,1.3,98.71,,,Good 3,Ammerland,16/11/2012,AUS,G,ch,Mornington,Lope De Vega,IRE,A Material Girl,AUS,General Nediym,AUS,J Mott,A Johnston,Stallion Racing (Mgr: D J Raphael),2,4715,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,1,Pakenham Mazda Mdn Plate,18:00,,1000,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,7,4.8,LH,58.94,,,Good 3,Armedanddangerous,3/09/2013,AUS,G,br,Drysdale,Bushranger,IRE,Our Mariela,AUS,Palace Music,USA,Regan Bayliss,A G Sawden,Perrowood Pty Ltd (Mgr: D A Mortimer),3,7435,FALSE,"Norton Bit Off First Time, Lugging Bit First Time",4,,1,1,,1,1,TRUE,TRUE,FALSE,4.8,,58,,,FALSE,3.2,,2.5,2.4,1.2
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,1,Pakenham Mazda Mdn Plate,18:00,,1000,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,7,4.8,LH,58.94,,,Good 3,Paris Flirting,13/10/2011,AUS,M,b/br,Pakenham,Written Tycoon,AUS,No Flirting,AUS,Danzero,AUS,A Lynch,F Stockdale,"D E Bedggood, Mrs N V Bedggood, J D Bedggood & Mrs L S Carter",7,625,FALSE,Blinkers Off First Time,6,,2,5,,5,4,FALSE,FALSE,FALSE,4.8,4.8,56.5,,,FALSE,31,16,17,22.3,4
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,1,Pakenham Mazda Mdn Plate,18:00,,1000,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,7,4.8,LH,58.94,,,Good 3,Shot At The Reward,28/09/2013,AUS,G,b,Heath Hill,Reward For Effort,AUS,Mary Queenofshots,AUS,Regal Shot,AUS,Chris Symons,B J Mccarthy,"M J Fairclough, Mrs J S Fairclough, Mrs H Tharp, C B Howson & Innisfree Thoroughbreds (Mgr: Mrs C M O'Shea)",5,1600,FALSE,Winkers First Time,5,,3,2,,2,2,FALSE,FALSE,FALSE,5,LH,58,,,FALSE,3.4,3.6,2.9,2.9,1.2
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,1,Pakenham Mazda Mdn Plate,18:00,,1000,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,7,4.8,LH,58.94,,,Good 3,Little Bess,6/10/2011,AUS,M,b,Caulfield,U S Ranger,USA,Hubba Hubba,AUS,Keltrice,AUS,Chris Caserta,Gemma Rielly,"Miss G L Rielly, B Banfield, R Hunter & M Ferret",6,12650,FALSE,"Tongue Tie First Time, Blinkers Off First Time",3,,4,3,,3,3,FALSE,FALSE,FALSE,5.2,,54.5,-2,,FALSE,8,10,9,8.8,1.6
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,1,Pakenham Mazda Mdn Plate,18:00,,1000,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,7,4.8,LH,58.94,,,Good 3,Bartender Man,8/10/2012,AUS,G,b,Pakenham,Denman,AUS,Flute Of Bubbly,AUS,Encosta De Lago,AUS,Brandon Stockdale,F Stockdale,"D C Douch, Mrs S Douch, D J Wigg, F J Stockdale, G R Little, J J Mooney, L A Liepa, B J Ellen, S Boulton, K W Ellen & R J Ellen",1,6935,FALSE,,2,,5,7,,7,6,FALSE,FALSE,FALSE,5.7,,58.5,,,FALSE,3.7,5,4.6,4.7,1.4
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,1,Pakenham Mazda Mdn Plate,18:00,,1000,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,7,4.8,LH,58.94,,,Good 3,Sirius Affair,15/09/2012,AUS,M,b,Mornington,Star Witness,AUS,Liaisons,AUS,Viscount,AUS,B Higgins,P A Healey,"G W Perry, Mrs L J Perry, R C Benkel, Ms E M Williams, P McMaster, Dr M Altman, N A Busch, P J Sugden, T J Pender, I H Grundy, D Gillard, R M Bensch, P T Murton, S N Grundy, Musk Creek Farm P/L, Dien Racing, Mac Racing, K J Racing, Ee By Gum Racing & Dalrymple Syndicate",8,500,FALSE,Ear Muffs First Time,7,,6,4,,4,5,FALSE,FALSE,FALSE,7.2,,56.5,,,FALSE,41,51,41,54.6,6.1
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,1,Pakenham Mazda Mdn Plate,18:00,,1000,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,7,4.8,LH,58.94,,,Good 3,Bel Witness,27/09/2010,AUS,G,b,Pakenham,Bel Esprit,AUS,Beyonce Belle,AUS,Filante,NZ,L Currie,Tara Cochrane,"D McKellar, M McKellar, Dr C McKellar, M Williams, Mrs H Godfrey, P Solomon & Travelling Mahabe Synd (Mgr: L Bearman)",2,12710,FALSE,,1,,7,6,,6,7,FALSE,FALSE,FALSE,10.2,,58.5,,,FALSE,26,51,41,26.3,5.2
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,1,Pakenham Mazda Mdn Plate,18:00,,1000,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,7,4.8,LH,58.94,,,Good 3,Mint On Moseley,4/09/2013,AUS,G,br,Kyneton,Mint Lane,USA,Wings Of Alice,AUS,Testa Rossa,AUS,Dean Holland,G A Osborne,"Mrs S D Middenway, E M Doolan, P J Horsburgh, C J Morey, T R Hurford, T P O'Connell, M F Doran, J R Doran, R K Matheson, Mrs R M Matheson, R T Matheson, P G Morey, Mrs G T Morey, G A Osborne, M M Crew (Mgr:b Giblett), C D M K Racing (Mgr:m Crestani) & Iwanmymunybac(Mgr:g F Hines)",4,0,FALSE,"Gelded , Stallion Chain First Time",,,,,,,,,,,,,,,,TRUE,,,,,
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,1,Pakenham Mazda Mdn Plate,18:00,,1000,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo+,Maiden,Set Weight,,13750,4250,2000,,7,4.8,LH,58.94,,,Good 3,Underpass,15/11/2012,AUS,M,b,Moe,Reward For Effort,AUS,Pretty Chemin'Ee,AUS,More Than Ready,USA,Ryan Maloney,R Cluning,"R Cluning, Mrs E Cluning",9,3675,FALSE,"Nose Roll Off First Time, Tongue Tie First Time",,,,,,,,,,,,,,,,TRUE,,,,,
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,4,Racing.Com 3yo Mdn Plate,19:30,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo,Maiden,Set Weight,,13750,4250,2000,,12,3,3,97.3,,,Good 3,Miss Strathallan,11/11/2013,AUS,F,br,Flemington,Sebring,AUS,Sundaze,AUS,Redoute's Choice,AUS,Regan Bayliss,D & B Hayes & T Dabernig,"B Hamilton, A S Williams, G W Greedy, S Peoples, C H Westaway, I C Burford, T Hendy, X P Blair, Ms J Boyington, T C Burford, M E McKeough & Kevnida Racing (Mgr: J M Keaney)",12,3090,FALSE,,6,,1,9,9,9,8,FALSE,FALSE,FALSE,3,,56,,,FALSE,9,14,11,14.1,3.4
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,4,Racing.Com 3yo Mdn Plate,19:30,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo,Maiden,Set Weight,,13750,4250,2000,,12,3,3,97.3,,,Good 3,Captain Rhett,15/09/2013,AUS,G,b,Mornington,Helenus,AUS,Starlet O'Hara,AUS,Galileo,IRE,N Callow,P G Carey,"Mrs C A Carey, Mrs B A O'Connor, M J O'Connor & P G Carey",2,9535,FALSE,,11,,2,2,2,3,3,FALSE,TRUE,FALSE,3,3,58,,,FALSE,1.85,,1.7,1.5,1.1
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,4,Racing.Com 3yo Mdn Plate,19:30,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo,Maiden,Set Weight,,13750,4250,2000,,12,3,3,97.3,,,Good 3,Explosive Evie,13/08/2013,AUS,F,b,Geelong,Choisir,AUS,Corinella,NZ,High Chaparral,IRE,D W Stackhouse,Michael Roebuck,"M Foo, Mrs S E Wee & J Fu",11,4230,FALSE,Blinkers First Time,10,,3,8,8,8,9,FALSE,FALSE,FALSE,6,3,56,,,FALSE,13,,21,22.8,3.9
2/02/2017,TRUE,FALSE,P,Pakenham,VIC,AUS,Pakenham R.C.,4,Racing.Com 3yo Mdn Plate,19:30,,1600,FALSE,,Racing.com Park,RAC,PAKPK,Out 6m Entire Circuit,Apprentices Can Claim,,3yo,Maiden,Set Weight,,13750,4250,2000,,12,3,3,97.3,,,Good 3,Shangani Patrol,4/10/2013,AUS,G,b/br,Mornington,Helenus,AUS,Bareback,AUS,More Than Ready,USA,R McLeod,P G Carey,Wyadup Valley Farm(Mgr: T J Delroy),6,1035,FALSE,Blinkers First Time,8,,4,1,1,1,2,TRUE,FALSE,FALSE,6.3,,58,,,FALSE,31,,31,56,10
